transaction_id,customer_id,product_id,product_category,amount,transaction_date,channel,status,is_first_product
T000058,C00869,P001,Banking,2450.58,2024-01-03,Phone,Completed,False
T000056,C00869,P012,Banking,5658.88,2025-06-10,Online,Completed,True
T000060,C00869,P001,Banking,3137.42,2023-01-19,Online,Completed,True
T000055,C00869,P001,Banking,2512.44,2024-06-04,Phone,Completed,False
T000061,C00631,P001,Investment,384.42,2022-09-16,Branch,Completed,True
T000062,C00631,P001,Insurance,1941.44,2024-08-30,Online,Completed,True
T000063,C01199,P001,Banking,6164.3,2023-05-01,Mobile App,Completed,True
T000064,C01199,P013,Investment,4705.77,2024-11-15,Phone,Completed,False
T000066,C01199,P008,Investment,2417.31,2024-06-03,Mobile App,Completed,True
T000065,C01199,P008,Banking,5073.91,2023-09-19,Phone,Completed,False
T000067,C01087,P001,Banking,6404.04,2024-02-03,Online,Completed,False
T000068,C00526,P002,Insurance,7082.03,2022-11-12,Online,Completed,True
T000070,C00526,P010,Insurance,7195.8,2024-09-19,Online,Completed,True
T000069,C00526,P013,Insurance,990.24,2024-07-16,Online,Completed,True
T000074,C00875,P015,Banking,3019.44,2024-12-07,Mobile App,Completed,True
T000071,C00875,P001,Banking,1425.41,2023-05-07,Branch,Completed,False
T000072,C00875,P009,Banking,466.69,2022-11-29,Online,Completed,True
T000073,C00875,P014,Banking,4591.78,2024-09-30,Online,Completed,False
T000076,C01166,P001,Banking,8957.98,2023-05-02,Mobile App,Completed,True
T000075,C01166,P012,Investment,0.01,2023-08-03,Mobile App,Completed,True
T000077,C01270,P002,Investment,129.66,2024-05-28,Branch,Completed,True
T000078,C01270,P002,Credit,51.19,2023-09-13,Online,Completed,True
T000083,C01830,P009,Banking,3820.4,2024-08-18,Online,Completed,True
T000081,C01830,P002,Investment,2638.68,2025-06-04,Mobile App,Completed,True
T000080,C01830,P010,Credit,4861.23,2024-10-09,Mobile App,Completed,True
T000082,C01830,P001,Insurance,3794.34,2025-12-31,Mobile App,Completed,True
T000079,C01830,P013,Banking,16156.06,2024-08-17,Mobile App,Cancelled,True
T000088,C00567,P012,Banking,1802.56,2025-04-28,Mobile App,Completed,True
T000086,C00567,P002,Investment,889.0,2024-08-11,Mobile App,Completed,True
T000085,C00567,P013,Credit,770.44,2025-05-05,Mobile App,Completed,False
T000089,C00567,P006,Credit,2562.19,2025-01-30,Mobile App,Completed,True
T000084,C00567,P002,Credit,493.34,2023-07-09,Mobile App,Completed,False
T000087,C00567,P008,Credit,1077.22,2025-08-23,Mobile App,Completed,True
T000092,C01009,P002,Banking,1239.12,2023-05-17,Phone,Completed,True
T000090,C01009,P013,Banking,1029.0,2023-08-15,Mobile App,Completed,False
T000094,C01009,P013,Investment,1148.23,2023-02-28,Online,Completed,True
T000093,C01009,P010,Banking,1538.91,2024-04-22,Phone,Completed,False
T000091,C01009,P002,Banking,487.72,2024-01-17,Online,Completed,False
T000097,C00151,P008,Banking,8378.77,2024-07-10,Mobile App,Completed,True
T000096,C00151,P014,Banking,7079.33,2023-05-26,Online,Completed,True
T000098,C00151,P005,Banking,1118.84,2022-10-31,Mobile App,Completed,True
T000095,C00151,P001,Investment,19951.75,2023-07-23,Mobile App,Completed,True
T000099,C00151,P006,Banking,17509.1,2024-04-11,Online,Pending,True
T000103,C01099,P012,Investment,7155.27,2023-01-22,Online,Completed,True
T000101,C01099,P009,Insurance,1823.9,2024-08-26,Mobile App,Completed,True
T000102,C01099,P002,Insurance,0.01,2023-12-28,Mobile App,Completed,True
T000100,C01099,P001,Insurance,3373.24,2023-07-19,Online,Completed,True
T000104,C01856,P001,Banking,6405.92,2023-08-17,Branch,Completed,True
T000106,C01856,P002,Banking,2424.03,2024-09-04,Online,Completed,True
T000105,C01856,P002,Banking,0.01,2023-11-27,Online,Completed,True
T000108,C00865,P001,Banking,82.33,2022-11-06,Online,Completed,True
T000107,C00865,P013,Insurance,69.65,2024-08-07,Online,Completed,True
T000110,C00865,P013,Insurance,75.03,2023-04-03,Branch,Completed,True
T000109,C00865,P010,Banking,88.94,2025-12-31,Online,Completed,True
T000113,C00618,P010,Investment,5322.87,2022-10-22,Online,Completed,True
T000112,C00618,P008,Insurance,3367.45,2022-02-28,Online,Completed,True
T000111,C00618,P010,Insurance,2163.15,2022-05-19,Branch,Pending,True
T000114,C00618,P007,Insurance,7021.05,2022-01-01,Online,Completed,True
T000116,C00826,P005,Banking,2468.84,2025-01-10,Online,Completed,True
T000119,C00826,P002,Banking,4149.2,2025-08-08,Phone,Completed,True
T000117,C00826,P002,Investment,1480.4,2025-05-31,Mobile App,Completed,True
T000118,C00826,P002,Banking,439.42,2024-12-06,Phone,Completed,True
T000115,C00826,P010,Banking,6654.94,2025-08-27,Online,Completed,True
T000123,C00222,P001,Banking,142.63,2023-04-19,Branch,Completed,True
T000120,C00222,P002,Banking,143.37,2023-01-28,Online,Completed,True
T000122,C00222,P002,Banking,154.84,2022-10-07,Online,Completed,True
T000124,C00222,P010,Banking,79.12,2023-01-17,Branch,Completed,True
T000121,C00222,P002,Banking,221.52,2023-01-24,Branch,Completed,True
T000128,C00401,P014,Banking,6403.44,2025-04-11,Online,Completed,False
T000126,C00401,P014,Banking,0.01,2024-09-03,Online,Completed,True
T000125,C00401,P014,Banking,3000.77,2024-04-15,Phone,Completed,True
T000127,C00401,P014,Banking,0.01,2025-12-31,Mobile App,Completed,False
T000132,C01967,P001,Banking,5645.03,2023-07-20,Phone,Completed,True
T000130,C01967,P009,Banking,1407.94,2025-01-04,Mobile App,Cancelled,True
T000134,C01967,P002,Banking,151.96,2025-09-16,Online,Completed,True
T000129,C01967,P012,Investment,2219.29,2022-10-11,Mobile App,Cancelled,True
T000131,C01967,P014,Banking,3768.47,2024-09-07,Online,Completed,True
T000133,C01967,P002,Banking,0.01,2025-07-17,Online,Cancelled,True
T000135,C01967,P002,Banking,1710.14,2024-09-07,Phone,Cancelled,True
T000137,C00656,P001,Banking,61.19,2023-11-25,Phone,Completed,True
T000136,C00656,P008,Insurance,2.7,2024-01-04,Mobile App,Completed,True
T000138,C00040,P002,Investment,913.97,2024-02-04,Branch,Pending,True
T000139,C00040,P014,Banking,550.78,2023-12-27,Mobile App,Completed,True
T000144,C00102,P009,Banking,14293.67,2023-05-24,Online,Completed,True
T000142,C00102,P009,Banking,5891.51,2024-10-22,Online,Completed,True
T000140,C00102,P009,Investment,4197.57,2024-10-17,Online,Pending,True
T000141,C00102,P010,Banking,20259.53,2025-02-04,Online,Completed,True
T000143,C00102,P014,Banking,2884.07,2025-01-14,Online,Completed,True
T000145,C01931,P001,Investment,10491.61,2022-01-30,Online,Completed,True
T000147,C01931,P002,Insurance,2321.44,2022-11-03,Branch,Completed,True
T000146,C01931,P002,Credit,1487.58,2024-01-07,Branch,Pending,True
T000149,C01062,P013,Banking,11782.15,2025-07-01,Online,Completed,True
T000148,C01062,P002,Investment,10451.3,2025-03-11,Online,Completed,True
T000155,C01258,P007,Insurance,4983.42,2025-02-16,Online,Cancelled,False
T000152,C01258,P002,Credit,3804.38,2023-05-29,Online,Completed,True
T000150,C01258,P002,Insurance,979.39,2024-04-19,Mobile App,Completed,True
T000154,C01258,P002,Investment,0.01,2025-11-13,Branch,Completed,False
T000151,C01258,P007,Insurance,2526.0,2022-10-27,Branch,Completed,False
T000153,C01258,P002,Insurance,0.01,2024-11-20,Mobile App,Completed,True
T000156,C00710,P014,Banking,1333.88,2024-01-18,Mobile App,Completed,True
T000157,C00710,P011,Insurance,2093.42,2022-07-05,Mobile App,Completed,True
T000161,C01254,P003,Insurance,16413.08,2023-08-18,Branch,Completed,True
T000158,C01254,P008,Insurance,5849.06,2023-10-17,Online,Pending,True
T000162,C01254,P002,Investment,6104.67,2024-10-13,Online,Completed,True
T000160,C01254,P007,Insurance,9716.04,2024-09-05,Mobile App,Completed,True
T000165,C01254,P003,Banking,7033.41,2022-08-06,Online,Completed,False
T000166,C01254,P010,Credit,5576.63,2025-05-03,Online,Completed,True
T000159,C01254,P008,Insurance,7030.98,2023-10-19,Online,Pending,True
T000164,C01254,P008,Investment,9490.12,2024-02-06,Online,Completed,True
T000163,C01254,P002,Banking,13.9,2022-01-28,Online,Pending,True
T000167,C01813,P007,Insurance,738.17,2023-10-23,Branch,Completed,True
T000169,C01813,P003,Insurance,1628.19,2023-09-02,Branch,Pending,True
T000168,C01813,P008,Investment,336.04,2024-05-09,Branch,Completed,True
T000173,C00368,P012,Banking,5082.32,2023-07-17,Mobile App,Completed,True
T000172,C00368,P009,Investment,1290.54,2024-09-30,Phone,Completed,True
T000171,C00368,P005,Investment,864.72,2024-12-17,Mobile App,Completed,True
T000170,C00368,P010,Investment,2579.4,2024-02-16,Phone,Completed,True
T000176,C01979,P008,Credit,6717.17,2022-12-24,Online,Completed,True
T000178,C01979,P001,Insurance,1076.83,2022-09-15,Online,Completed,True
T000177,C01979,P001,Banking,2613.19,2023-03-24,Mobile App,Completed,True
T000175,C01979,P003,Insurance,0.01,2022-07-17,Online,Completed,True
T000174,C01979,P014,Banking,3875.02,2022-01-01,Branch,Completed,True
T000179,C01428,P006,Insurance,4942.24,2025-07-09,Online,Completed,True
T000182,C01428,P006,Banking,0.01,2024-07-11,Branch,Completed,True
T000183,C01428,P012,Investment,2143.22,2023-12-22,Online,Completed,True
T000181,C01428,P002,Investment,0.01,2024-01-18,Online,Completed,True
T000180,C01428,P009,Banking,7576.46,2023-02-06,Branch,Completed,True
T000188,C00432,P002,Insurance,1999.26,2025-11-16,Branch,Completed,True
T000189,C00432,P005,Insurance,1057.88,2025-05-14,Branch,Completed,True
T000184,C00432,P002,Insurance,852.85,2024-08-12,Online,Completed,True
T000190,C00432,P009,Credit,2213.62,2025-12-31,Branch,Completed,True
T000186,C00432,P002,Investment,1206.18,2023-08-16,Online,Completed,False
T000185,C00432,P006,Insurance,947.26,2024-12-12,Branch,Completed,True
T000187,C00432,P009,Credit,1340.59,2025-10-09,Branch,Completed,True
T000192,C00786,P006,Investment,18442.1,2025-09-12,Mobile App,Completed,True
T000191,C00786,P002,Investment,6016.96,2024-07-15,Online,Completed,True
T000193,C00786,P002,Banking,2425.13,2024-10-24,Online,Completed,True
T000194,C00786,P008,Credit,2222.8,2025-06-25,Online,Completed,True
T000196,C01864,P002,Banking,2630.79,2024-10-08,Mobile App,Completed,True
T000197,C01864,P002,Insurance,368.03,2023-08-14,Online,Completed,True
T000198,C01864,P013,Insurance,426.26,2022-12-06,Online,Completed,True
T000195,C01864,P001,Insurance,2289.3,2024-09-28,Branch,Completed,True
T000202,C00708,P001,Banking,4360.03,2024-10-22,Mobile App,Completed,True
T000204,C00708,P001,Banking,2109.92,2023-06-03,Mobile App,Completed,True
T000205,C00708,P011,Banking,3229.43,2023-06-04,Mobile App,Completed,False
T000203,C00708,P001,Banking,1319.17,2024-09-22,Mobile App,Cancelled,False
T000201,C00708,P001,Banking,2963.26,2022-09-29,Mobile App,Completed,True
T000200,C00708,P011,Banking,2816.33,2023-08-30,Mobile App,Cancelled,False
T000199,C00708,P001,Banking,877.02,2024-04-07,Mobile App,Cancelled,True
T000208,C01460,P002,Banking,5916.42,2025-02-21,Mobile App,Completed,True
T000206,C01460,P002,Banking,0.01,2025-08-02,Online,Completed,True
T000207,C01460,P002,Banking,0.01,2023-03-04,Online,Completed,True
T000209,C01460,P010,Banking,2431.16,2025-12-31,Online,Completed,True
T000213,C01201,P009,Credit,9688.31,2023-04-24,Phone,Completed,False
T000211,C01201,P006,Credit,8174.24,2024-01-13,Phone,Completed,True
T000210,C01201,P010,Investment,7740.51,2024-05-30,Phone,Completed,True
T000212,C01201,P002,Credit,12651.45,2022-06-26,Phone,Completed,True
T000214,C01568,P009,Banking,7263.45,2024-04-04,Mobile App,Completed,False
T000215,C01568,P001,Banking,7276.05,2023-09-03,Mobile App,Completed,True
T000216,C01474,P001,Banking,5071.44,2023-04-08,Online,Completed,True
T000217,C01474,P006,Banking,2247.97,2024-08-11,Online,Completed,True
T000219,C01474,P005,Banking,865.62,2024-03-03,Branch,Completed,True
T000220,C01474,P014,Banking,2701.11,2025-03-14,Online,Pending,True
T000218,C01474,P002,Banking,769.73,2022-09-23,Online,Completed,False
T000221,C00789,P002,Banking,2721.18,2023-02-13,Online,Completed,True
T000222,C00789,P009,Investment,0.01,2025-02-05,Online,Completed,True
T000223,C01962,P001,Banking,6515.78,2023-08-13,Mobile App,Completed,True
T000225,C01962,P014,Banking,0.01,2023-10-17,Mobile App,Completed,True
T000227,C01962,P001,Investment,2161.7,2023-05-12,Online,Completed,True
T000224,C01962,P010,Banking,0.01,2023-09-25,Mobile App,Completed,True
T000226,C01962,P011,Banking,0.01,2024-02-28,Branch,Completed,True
T000229,C00285,P002,Insurance,1458.84,2024-07-26,Online,Completed,True
T000230,C00285,P010,Investment,835.8,2024-05-11,Online,Completed,True
T000228,C00285,P002,Banking,676.81,2023-11-19,Online,Completed,True
T000231,C01029,P002,Insurance,7251.07,2023-06-04,Online,Completed,True
T000235,C01439,P008,Credit,3460.13,2023-05-22,Mobile App,Completed,True
T000232,C01439,P002,Credit,1013.49,2024-11-10,Online,Completed,True
T000233,C01439,P009,Banking,2159.27,2024-11-27,Online,Completed,True
T000234,C01439,P007,Insurance,1158.27,2024-04-09,Online,Completed,True
T000237,C00877,P007,Investment,1661.76,2024-08-21,Mobile App,Completed,True
T000236,C00877,P010,Banking,833.97,2023-12-03,Online,Completed,True
T000240,C00286,P013,Banking,14738.91,2024-10-08,Mobile App,Completed,True
T000239,C00286,P009,Banking,11045.28,2024-01-02,Phone,Completed,False
T000241,C00286,P006,Investment,9241.36,2024-01-18,Phone,Completed,False
T000243,C00286,P006,Banking,26332.43,2024-05-16,Phone,Completed,True
T000242,C00286,P002,Banking,2728.56,2023-09-10,Online,Completed,True
T000238,C00286,P009,Credit,13176.11,2024-02-05,Phone,Completed,False
T000245,C01449,P014,Banking,1540.04,2025-08-01,Online,Completed,True
T000244,C01449,P001,Banking,0.01,2024-03-01,Mobile App,Completed,False
T000246,C00310,P001,Banking,18013.27,2025-06-02,Online,Completed,True
T000247,C00832,P010,Credit,5963.44,2024-10-29,Mobile App,Completed,True
T000248,C00832,P009,Credit,1166.44,2025-12-31,Mobile App,Completed,True
T000250,C01035,P008,Insurance,7536.66,2025-09-19,Mobile App,Completed,True
T000251,C01035,P002,Insurance,4663.79,2025-09-06,Phone,Completed,False
T000249,C01035,P002,Insurance,206.3,2024-11-28,Mobile App,Completed,True
T000252,C01035,P007,Insurance,3952.93,2024-09-25,Mobile App,Completed,False
T000255,C01054,P002,Banking,709.18,2022-11-15,Online,Completed,True
T000253,C01054,P006,Investment,395.7,2023-09-20,Mobile App,Completed,True
T000254,C01054,P002,Banking,0.01,2023-09-29,Mobile App,Completed,True
T000256,C01054,P009,Banking,1591.55,2022-09-09,Mobile App,Completed,True
T000259,C00407,P006,Insurance,0.01,2024-03-27,Online,Completed,True
T000257,C00407,P012,Insurance,3824.29,2022-10-01,Online,Completed,True
T000258,C00407,P012,Credit,0.01,2022-12-07,Online,Completed,True
T000262,C00359,P003,Insurance,5650.58,2023-12-22,Online,Completed,False
T000263,C00359,P010,Credit,1259.71,2024-02-20,Online,Completed,False
T000260,C00359,P002,Credit,2795.58,2024-09-27,Online,Completed,True
T000261,C00359,P003,Insurance,1716.11,2023-06-30,Online,Completed,False
T000265,C01721,P014,Banking,2394.03,2024-03-26,Mobile App,Completed,True
T000264,C01721,P015,Banking,604.77,2024-10-28,Mobile App,Completed,True
T000266,C01164,P014,Banking,8003.69,2024-04-24,Phone,Completed,True
T000267,C01164,P001,Banking,0.01,2024-09-03,Mobile App,Completed,True
T000268,C00538,P009,Investment,3685.86,2023-12-02,Mobile App,Completed,True
T000269,C00538,P009,Banking,2985.91,2023-10-08,Online,Completed,True
T000270,C00874,P007,Banking,923.22,2025-12-31,Online,Completed,True
T000276,C00874,P008,Insurance,666.91,2024-02-28,Mobile App,Completed,False
T000273,C00874,P008,Banking,463.58,2024-06-26,Mobile App,Completed,False
T000271,C00874,P007,Insurance,752.02,2023-09-11,Phone,Completed,True
T000272,C00874,P002,Investment,1317.28,2023-10-17,Branch,Completed,False
T000275,C00874,P003,Banking,324.61,2024-04-08,Mobile App,Completed,False
T000277,C00874,P007,Insurance,686.75,2024-10-07,Phone,Completed,False
T000274,C00874,P008,Banking,809.46,2024-07-11,Online,Completed,False
T000278,C01576,P009,Banking,2012.71,2023-12-16,Online,Completed,True
T000286,C01576,P001,Banking,852.25,2023-03-19,Online,Completed,True
T000280,C01576,P001,Banking,877.75,2023-05-05,Online,Completed,False
T000283,C01576,P014,Banking,1090.79,2023-07-28,Online,Completed,True
T000285,C01576,P002,Investment,781.11,2023-10-30,Mobile App,Completed,False
T000284,C01576,P015,Banking,808.27,2023-04-06,Online,Completed,False
T000282,C01576,P014,Banking,1074.41,2023-01-10,Online,Completed,True
T000279,C01576,P009,Banking,1138.92,2023-10-16,Online,Completed,False
T000281,C01576,P006,Banking,276.93,2022-11-17,Mobile App,Completed,False
T000291,C01455,P011,Banking,6490.34,2023-09-01,Phone,Cancelled,True
T000289,C01455,P001,Banking,4239.51,2025-07-13,Online,Completed,False
T000294,C01455,P009,Banking,3447.86,2024-04-26,Online,Completed,False
T000295,C01455,P001,Banking,2275.06,2025-12-31,Phone,Cancelled,True
T000288,C01455,P001,Banking,3351.41,2023-04-14,Online,Completed,True
T000298,C01455,P006,Banking,2749.0,2024-10-16,Mobile App,Cancelled,False
T000297,C01455,P012,Banking,6063.88,2025-03-22,Mobile App,Cancelled,True
T000290,C01455,P001,Banking,3023.01,2023-10-22,Mobile App,Completed,False
T000292,C01455,P001,Investment,4937.54,2024-03-10,Branch,Completed,False
T000287,C01455,P014,Banking,8747.28,2023-10-17,Phone,Cancelled,True
T000293,C01455,P012,Banking,3211.66,2025-01-17,Branch,Completed,False
T000296,C01455,P001,Banking,1559.84,2024-05-04,Mobile App,Completed,True
T000300,C00997,P011,Banking,3289.25,2024-05-05,Online,Completed,True
T000299,C00997,P009,Banking,0.01,2023-02-18,Online,Completed,True
T000305,C00658,P002,Banking,4810.94,2023-05-14,Mobile App,Completed,True
T000301,C00658,P009,Banking,3922.33,2024-05-30,Online,Completed,True
T000302,C00658,P002,Banking,3887.54,2023-12-14,Online,Completed,True
T000304,C00658,P009,Banking,8785.19,2024-05-15,Mobile App,Completed,True
T000303,C00658,P009,Banking,838.53,2022-10-15,Mobile App,Completed,True
T000307,C00707,P001,Banking,2343.95,2024-04-19,Online,Completed,True
T000308,C00707,P001,Banking,1112.16,2024-06-13,Mobile App,Completed,True
T000306,C00707,P001,Banking,124.59,2023-12-30,Mobile App,Completed,False
T000309,C00027,P008,Credit,4329.33,2023-08-20,Online,Completed,False
T000311,C00027,P009,Credit,615.3,2022-04-22,Mobile App,Completed,True
T000310,C00027,P001,Banking,2524.33,2024-08-13,Mobile App,Completed,True
T000312,C00027,P007,Investment,861.46,2022-01-01,Mobile App,Completed,True
T000313,C00027,P013,Insurance,4015.62,2025-12-31,Online,Completed,True
T000317,C01877,P001,Banking,1082.78,2024-08-01,Online,Cancelled,False
T000316,C01877,P001,Banking,0.01,2025-05-25,Phone,Completed,True
T000315,C01877,P014,Banking,202.24,2023-09-25,Mobile App,Completed,True
T000314,C01877,P001,Banking,460.78,2025-03-11,Phone,Cancelled,False
T000319,C01877,P014,Banking,937.03,2025-12-31,Mobile App,Completed,True
T000318,C01877,P014,Banking,109.49,2023-05-01,Phone,Cancelled,True
T000321,C00185,P010,Banking,2577.76,2023-11-09,Online,Completed,True
T000320,C00185,P014,Banking,1897.13,2024-03-02,Online,Completed,True
T000322,C01219,P014,Insurance,3208.03,2025-12-31,Mobile App,Completed,True
T000324,C01219,P001,Credit,1631.64,2023-12-07,Online,Cancelled,True
T000323,C01219,P001,Credit,2872.37,2023-08-10,Online,Completed,True
T000327,C01219,P011,Insurance,2732.3,2025-03-09,Branch,Cancelled,True
T000326,C01219,P001,Banking,416.84,2023-06-18,Mobile App,Completed,True
T000325,C01219,P001,Insurance,3306.88,2023-08-21,Branch,Completed,True
T000329,C00883,P002,Credit,1093.28,2024-08-31,Branch,Completed,True
T000330,C00883,P014,Investment,5994.16,2024-02-20,Branch,Completed,True
T000328,C00883,P001,Banking,0.01,2024-02-03,Online,Completed,True
T000334,C01811,P002,Banking,5717.11,2023-02-04,Mobile App,Completed,True
T000333,C01811,P002,Banking,0.01,2025-01-30,Mobile App,Completed,True
T000332,C01811,P002,Credit,2864.93,2024-04-16,Online,Completed,True
T000331,C01811,P009,Banking,5442.38,2024-08-20,Phone,Completed,True
T000335,C01811,P013,Insurance,1787.53,2025-04-26,Phone,Completed,True
T000336,C01811,P006,Credit,3747.59,2024-03-26,Online,Completed,True
T000338,C00879,P002,Investment,3532.82,2024-08-28,Mobile App,Completed,True
T000337,C00879,P001,Investment,4387.93,2025-09-06,Branch,Completed,True
T000339,C00879,P012,Credit,428.52,2025-07-09,Branch,Completed,True
T000340,C00879,P002,Investment,6412.15,2025-12-31,Online,Completed,True
T000341,C00929,P001,Investment,1145.79,2025-08-14,Online,Pending,True
T000342,C00929,P008,Banking,2791.66,2025-12-31,Branch,Completed,True
T000343,C01431,P010,Insurance,0.01,2024-09-07,Branch,Completed,True
T000344,C01431,P010,Banking,694.86,2025-01-22,Online,Completed,True
T000347,C00488,P004,Credit,17596.03,2023-01-26,Online,Completed,True
T000345,C00488,P010,Credit,632.2,2022-01-01,Mobile App,Completed,False
T000346,C00488,P013,Insurance,2035.26,2022-01-01,Mobile App,Completed,True
T000352,C01125,P010,Banking,8049.36,2024-10-17,Branch,Pending,True
T000351,C01125,P003,Investment,0.01,2025-05-18,Phone,Pending,True
T000350,C01125,P007,Credit,5138.99,2023-12-22,Mobile App,Completed,True
T000349,C01125,P007,Insurance,5375.21,2025-08-13,Branch,Pending,True
T000348,C01125,P010,Insurance,5986.0,2024-04-19,Online,Completed,True
T000353,C00473,P008,Banking,11957.79,2022-06-13,Phone,Completed,True
T000354,C00473,P010,Insurance,10745.26,2023-06-02,Phone,Completed,True
T000360,C01643,P008,Banking,11781.91,2023-10-05,Phone,Completed,True
T000356,C01643,P013,Banking,2511.67,2025-04-03,Online,Completed,True
T000362,C01643,P002,Banking,7315.62,2022-09-28,Mobile App,Completed,True
T000355,C01643,P003,Banking,14724.94,2025-05-09,Online,Completed,True
T000361,C01643,P002,Banking,746.59,2023-11-19,Online,Completed,False
T000363,C01643,P010,Banking,10129.24,2022-09-18,Mobile App,Completed,True
T000357,C01643,P002,Banking,11312.32,2024-04-25,Mobile App,Completed,True
T000358,C01643,P013,Investment,6035.92,2023-04-07,Mobile App,Completed,True
T000359,C01643,P012,Banking,0.01,2024-05-28,Mobile App,Completed,True
T000364,C00089,P014,Banking,4514.6,2025-03-09,Mobile App,Completed,True
T000365,C00089,P015,Credit,2719.75,2023-12-06,Online,Completed,True
T000369,C01839,P008,Investment,6370.84,2025-05-29,Branch,Completed,True
T000368,C01839,P005,Credit,10359.63,2024-10-29,Online,Pending,True
T000366,C01839,P002,Credit,1744.07,2024-12-07,Online,Completed,True
T000372,C01839,P010,Investment,13459.45,2025-05-16,Online,Pending,True
T000367,C01839,P013,Credit,12216.43,2023-08-08,Online,Completed,True
T000370,C01839,P002,Credit,1159.08,2025-03-08,Online,Pending,True
T000371,C01839,P005,Investment,5907.75,2025-01-27,Online,Pending,True
T000374,C01493,P013,Banking,2906.62,2023-01-30,Online,Completed,True
