transaction_id,customer_id,product_id,product_category,amount,transaction_date,channel,status,is_first_product
T000509,C00005,P002,Banking,13.28,2023-02-23,Mobile App,Completed,False
T000510,C00005,P003,Credit,387.87,2025-10-07,Mobile App,Completed,True
T000511,C00005,P001,Banking,49.8,2022-01-20,Online,Cancelled,False
T000600,C00006,P012,Investment,4623.68,2023-08-07,Branch,Completed,True
T000601,C00006,P002,Banking,26.45,2025-06-06,Phone,Completed,True
T000602,C00006,P015,Investment,568.66,2025-02-09,Online,Completed,True
T000603,C00006,P009,Insurance,83.95,2023-06-26,Branch,Completed,True
T000604,C00006,P014,Banking,1841.07,2022-11-15,Online,Completed,True
T000605,C00006,P012,Investment,5384.95,2023-02-21,Mobile App,Completed,False
T000606,C00006,P014,Banking,2029.12,2024-09-27,Online,Pending,False
T000607,C00006,P001,Banking,2.2,2022-07-09,Mobile App,Completed,True
T000608,C00006,P012,Investment,5726.48,2022-09-25,Mobile App,Completed,False
T000609,C00006,P010,Insurance,178.94,2025-02-03,Mobile App,Completed,True
T000610,C00006,P003,Credit,475.43,2022-06-04,Phone,Completed,True
T000611,C00006,P009,Insurance,75.29,2025-01-22,Branch,Completed,False
T000612,C00006,P014,Banking,1560.95,2022-10-31,Online,Completed,False
T000613,C00006,P012,Investment,5222.09,2022-03-23,Mobile App,Completed,False
T000614,C00006,P011,Investment,1039.16,2025-09-27,Branch,Completed,True
T000615,C00006,P013,Banking,1000.77,2025-06-25,Mobile App,Pending,True
T000616,C00006,P011,Investment,964.81,2022-11-29,Phone,Completed,False
T000617,C00006,P013,Banking,787.69,2022-02-20,Branch,Pending,False
T000700,C00007,P013,Banking,997.22,2023-04-01,Branch,Pending,True
T000701,C00007,P002,Banking,11.15,2023-09-18,Mobile App,Completed,True
T000702,C00007,P008,Insurance,37.45,2023-01-31,Online,Completed,True
T000703,C00007,P003,Credit,419.56,2023-07-26,Online,Completed,True
T000704,C00007,P008,Insurance,42.56,2025-01-03,Online,Completed,False
T000705,C00007,P011,Investment,1015.35,2023-01-01,Online,Cancelled,True
T000706,C00007,P001,Banking,39.32,2022-08-11,Online,Completed,True
T000707,C00007,P012,Investment,4675.54,2025-05-26,Phone,Completed,True
T000708,C00007,P014,Banking,1802.25,2023-01-25,Online,Completed,True
T000709,C00007,P001,Banking,35.97,2024-11-30,Phone,Completed,False
T000710,C00007,P015,Investment,500.3,2025-10-05,Branch,Completed,True
T000711,C00007,P008,Insurance,53.58,2023-11-08,Mobile App,Completed,False
T000712,C00007,P003,Credit,480.57,2023-09-08,Online,Completed,False
T000713,C00007,P002,Banking,9.59,2024-04-04,Mobile App,Completed,False
T000800,C00008,P008,Insurance,55.64,2022-01-01,Online,Completed,True
T000801,C00008,P008,Insurance,60.52,2025-05-27,Mobile App,Completed,False
T000802,C00008,P002,Banking,45.06,2025-10-15,Online,Completed,True
T000803,C00008,P003,Credit,394.86,2025-09-11,Branch,Completed,True
T000804,C00008,P008,Insurance,54.4,2023-11-18,Branch,Pending,False
T000805,C00008,P003,Credit,664.28,2025-10-09,Online,Completed,False
T000806,C00008,P003,Credit,425.71,2022-02-20,Branch,Cancelled,False
T000807,C00008,P008,Insurance,45.75,2022-05-30,Online,Pending,False
T000808,C00008,P008,Insurance,50.75,2023-02-03,Mobile App,Completed,False
T000900,C00009,P002,Banking,45.87,2024-11-26,Online,Completed,True
T000901,C00009,P001,Banking,26.56,2024-07-23,Branch,Completed,True
T000902,C00009,P002,Banking,22.13,2025-05-04,Online,Completed,False
T000903,C00009,P002,Banking,22.3,2024-10-30,Online,Pending,False
T000904,C00009,P001,Banking,41.99,2024-08-30,Online,Completed,False
T000905,C00009,P008,Insurance,44.13,2024-12-03,Online,Completed,True
T000906,C00009,P008,Insurance,47.58,2022-06-08,Mobile App,Completed,False
T000907,C00009,P008,Insurance,56.1,2023-10-17,Mobile App,Completed,False
T000908,C00009,P001,Banking,10.7,2023-04-19,Online,Completed,False
T000909,C00009,P008,Insurance,40.77,2024-04-14,Online,Completed,False
T000910,C00009,P001,Banking,38.49,2023-02-28,Mobile App,Completed,False
T000911,C00009,P002,Banking,19.02,2022-02-10,Mobile App,Completed,False
T000912,C00009,P001,Banking,44.58,2023-12-22,Online,Completed,False
T000913,C00009,P008,Insurance,51.71,2025-01-07,Mobile App,Completed,False
T001000,C00010,P008,Insurance,59.75,2025-10-22,Mobile App,Completed,True
T001001,C00010,P013,Banking,869.93,2022-09-19,Phone,Completed,True
T001002,C00010,P013,Banking,1092.65,2025-04-27,Online,Completed,False
T001003,C00010,P008,Insurance,59.13,2024-05-27,Branch,Completed,False
T001004,C00010,P001,Banking,16.34,2023-06-17,Branch,Completed,True
T001005,C00010,P013,Banking,1033.94,2023-07-24,Mobile App,Completed,False
T001006,C00010,P002,Banking,2.6,2022-06-17,Online,Completed,True
T001007,C00010,P002,Banking,32.59,2023-04-05,Online,Completed,False
T001008,C00010,P001,Banking,7.62,2023-05-22,Branch,Completed,False
T001009,C00010,P003,Credit,563.56,2024-08-27,Online,Completed,True
T001010,C00010,P003,Credit,513.11,2024-08-10,Online,Completed,False
T001011,C00010,P003,Credit,408.74,2025-05-25,Online,Completed,False
T001012,C00010,P001,Banking,1.28,2022-12-02,Phone,Completed,False
T001100,C00011,P002,Banking,34.21,2022-07-28,Online,Completed,True
T001101,C00011,P009,Insurance,89.45,2025-03-05,Mobile App,Completed,True
T001102,C00011,P010,Insurance,228.9,2025-09-16,Branch,Completed,True
T001103,C00011,P013,Banking,1061.92,2022-01-26,Phone,Completed,True
T001104,C00011,P009,Insurance,89.86,2024-06-06,Phone,Completed,False
T001105,C00011,P014,Banking,2569.04,2025-12-19,Branch,Completed,True
T001106,C00011,P008,Insurance,48.16,2025-08-25,Branch,Completed,True
T001107,C00011,P008,Insurance,44.35,2024-09-17,Online,Completed,False
T001108,C00011,P015,Investment,433.29,2023-07-04,Branch,Completed,True
T001109,C00011,P009,Insurance,70.21,2023-07-26,Phone,Completed,False
T001200,C00012,P013,Banking,1408.03,2023-03-11,Online,Completed,True
T001201,C00012,P002,Banking,0.51,2025-05-05,Mobile App,Completed,True
T001202,C00012,P009,Insurance,67.15,2022-06-25,Online,Completed,True
T001203,C00012,P010,Insurance,214.47,2023-05-08,Mobile App,Completed,True
T001204,C00012,P013,Banking,966.48,2024-07-06,Mobile App,Completed,False
T001205,C00012,P009,Insurance,88.57,2024-04-08,Mobile App,Completed,False
T001206,C00012,P010,Insurance,214.2,2024-01-26,Online,Completed,False
T001207,C00012,P013,Banking,989.08,2025-02-01,Online,Completed,False
T001300,C00013,P009,Insurance,65.05,2023-01-28,Online,Completed,True
T001301,C00013,P013,Banking,1008.73,2022-07-25,Mobile App,Completed,True
T001302,C00013,P010,Insurance,165.71,2023-01-03,Online,Completed,True
T001303,C00013,P009,Insurance,84.29,2023-07-16,Branch,Completed,False
T001304,C00013,P013,Banking,1084.12,2025-11-29,Phone,Completed,False
T001305,C00013,P008,Insurance,58.12,2022-07-30,Mobile App,Completed,True
T001306,C00013,P008,Insurance,57.9,2024-09-07,Online,Completed,False
T001307,C00013,P001,Banking,41.11,2023-06-02,Phone,Completed,True
T001308,C00013,P014,Banking,1586.7,2024-10-04,Branch,Completed,True
T001309,C00013,P001,Banking,15.19,2022-11-07,Branch,Completed,False
T001310,C00013,P002,Banking,29.81,2022-08-31,Online,Completed,True
T001311,C00013,P002,Banking,14.87,2024-12-06,Online,Pending,False
T001312,C00013,P014,Banking,1718.65,2023-09-18,Online,Completed,False
T001400,C00014,P005,Credit,11703.35,2025-02-04,Branch,Completed,True
T001401,C00014,P012,Investment,4763.55,2025-11-12,Online,Completed,True
T001402,C00014,P006,Credit,22.7,2023-08-14,Mobile App,Completed,True
T001403,C00014,P014,Banking,2227.69,2023-04-24,Phone,Completed,True
T001404,C00014,P014,Banking,1768.15,2025-04-22,Mobile App,Pending,False
T001405,C00014,P002,Banking,45.42,2022-08-24,Online,Completed,True
T001406,C00014,P005,Credit,9644.77,2022-05-27,Branch,Completed,False
T001407,C00014,P010,Insurance,185.44,2025-03-11,Phone,Completed,True
T001408,C00014,P012,Investment,5061.41,2025-11-11,Online,Completed,False
T001409,C00014,P009,Insurance,107.78,2024-10-21,Online,Completed,True
T001410,C00014,P010,Insurance,143.98,2022-03-23,Mobile App,Completed,False
T001411,C00014,P010,Insurance,220.59,2023-05-28,Branch,Completed,False
T001412,C00014,P014,Banking,1516.19,2025-03-24,Online,Completed,False
T001413,C00014,P015,Investment,464.61,2025-10-08,Mobile App,Completed,True
T001500,C00015,P014,Banking,2013.67,2022-07-06,Online,Completed,True
T001501,C00015,P013,Banking,902.26,2025-10-04,Branch,Completed,True
T001502,C00015,P014,Banking,2643.18,2025-11-21,Online,Completed,False
T001503,C00015,P014,Banking,2190.18,2025-01-31,Branch,Completed,False
T001504,C00015,P013,Banking,696.23,2023-10-25,Branch,Completed,False
T001505,C00015,P008,Insurance,51.4,2022-01-03,Online,Completed,True
T001506,C00015,P014,Banking,1801.46,2022-04-22,Branch,Completed,False
T001507,C00015,P014,Banking,2255.73,2025-07-04,Online,Completed,False
T001508,C00015,P013,Banking,881.12,2025-01-29,Branch,Completed,False
T001509,C00015,P014,Banking,1965.58,2022-09-06,Branch,Completed,False
T001510,C00015,P002,Banking,27.61,2025-12-24,Branch,Completed,True
T001511,C00015,P001,Banking,23.07,2023-04-06,Phone,Pending,True
T001512,C00015,P001,Banking,35.83,2025-08-19,Phone,Completed,False
T001600,C00016,P014,Banking,1804.0,2023-01-26,Phone,Completed,True
T001601,C00016,P009,Insurance,64.87,2022-05-23,Online,Completed,True
T001602,C00016,P014,Banking,2275.36,2023-11-28,Phone,Completed,False
T001603,C00016,P001,Banking,29.0,2023-08-03,Mobile App,Completed,True
T001604,C00016,P008,Insurance,65.92,2022-11-01,Online,Completed,True
T001605,C00016,P010,Insurance,230.97,2025-02-04,Mobile App,Completed,True
T001606,C00016,P010,Insurance,154.42,2023-01-22,Phone,Completed,False
T001607,C00016,P014,Banking,1854.73,2023-04-24,Mobile App,Completed,False
T001608,C00016,P010,Insurance,238.01,2024-08-26,Mobile App,Completed,False
T001609,C00016,P014,Banking,1787.7,2025-09-21,Mobile App,Completed,False
T001610,C00016,P009,Insurance,85.33,2024-10-11,Phone,Completed,False
T001611,C00016,P010,Insurance,223.24,2022-07-25,Mobile App,Completed,False
T001700,C00017,P003,Credit,406.42,2024-08-19,Mobile App,Completed,True
T001701,C00017,P010,Insurance,186.8,2025-11-19,Mobile App,Completed,True
T001702,C00017,P011,Investment,1019.61,2025-10-13,Mobile App,Completed,True
T001703,C00017,P011,Investment,1216.19,2025-07-07,Mobile App,Completed,False
T001704,C00017,P013,Banking,784.62,2022-03-15,Mobile App,Completed,True
T001705,C00017,P014,Banking,2348.95,2023-08-12,Phone,Completed,True
T001706,C00017,P002,Banking,5.03,2022-07-21,Mobile App,Completed,True
T001707,C00017,P005,Credit,10015.35,2025-11-22,Online,Completed,True
T001708,C00017,P011,Investment,852.77,2022-04-25,Online,Completed,False
T001709,C00017,P005,Credit,10693.16,2023-05-16,Mobile App,Completed,False
T001710,C00017,P015,Investment,514.93,2023-01-04,Online,Completed,True
T001800,C00018,P009,Insurance,88.24,2024-07-30,Online,Completed,True
T001801,C00018,P015,Investment,505.32,2024-08-10,Phone,Completed,True
T001802,C00018,P005,Credit,10658.99,2022-06-01,Online,Completed,True
T001803,C00018,P010,Insurance,196.75,2023-09-05,Mobile App,Completed,True
T001804,C00018,P009,Insurance,74.16,2024-07-24,Mobile App,Completed,False
T001805,C00018,P002,Banking,17.95,2024-09-16,Branch,Completed,True
T001806,C00018,P009,Insurance,82.49,2025-12-03,Online,Cancelled,False
T001807,C00018,P014,Banking,2265.5,2024-03-21,Online,Completed,True
T001808,C00018,P014,Banking,1860.64,2022-04-11,Phone,Completed,False
T001809,C00018,P009,Insurance,72.53,2023-04-17,Mobile App,Completed,False
T001810,C00018,P014,Banking,1893.35,2023-01-25,Mobile App,Completed,False
T001811,C00018,P008,Insurance,57.14,2025-09-12,Mobile App,Completed,True
T001812,C00018,P003,Credit,608.94,2025-07-09,Mobile App,Completed,True
T001900,C00019,P008,Insurance,44.67,2022-12-26,Online,Completed,True
T001901,C00019,P008,Insurance,44.98,2024-12-23,Online,Completed,False
T001902,C00019,P001,Banking,48.37,2023-06-11,Phone,Pending,True
T001903,C00019,P008,Insurance,58.71,2023-11-25,Mobile App,Completed,False
T001904,C00019,P001,Banking,33.82,2022-10-16,Mobile App,Completed,False
T001905,C00019,P002,Banking,18.29,2024-03-24,Phone,Completed,True
T001906,C00019,P008,Insurance,61.65,2022-01-29,Online,Completed,False
T001907,C00019,P008,Insurance,46.7,2025-10-09,Mobile App,Completed,False
T001908,C00019,P008,Insurance,46.94,2025-07-31,Phone,Completed,False
T001909,C00019,P001,Banking,28.07,2024-08-23,Branch,Pending,False
T001910,C00019,P002,Banking,23.21,2023-03-30,Mobile App,Completed,False
T002000,C00020,P008,Insurance,47.97,2022-08-26,Branch,Pending,True
T002001,C00020,P009,Insurance,72.64,2024-03-06,Online,Completed,True
T002002,C00020,P014,Banking,2573.7,2025-04-17,Mobile App,Completed,True
T002003,C00020,P014,Banking,2319.57,2025-09-03,Branch,Completed,False
T002004,C00020,P014,Banking,1462.39,2023-07-27,Branch,Completed,False
T002005,C00020,P008,Insurance,46.65,2024-06-29,Phone,Completed,False
T002006,C00020,P003,Credit,590.37,2025-11-05,Online,Pending,True
T002007,C00020,P010,Insurance,164.1,2022-05-05,Online,Completed,True
T002008,C00020,P003,Credit,557.8,2024-07-20,Branch,Completed,False
T002009,C00020,P001,Banking,6.3,2022-04-14,Mobile App,Completed,True
T002010,C00020,P002,Banking,29.32,2022-05-21,Mobile App,Completed,True
T002011,C00020,P002,Banking,29.8,2023-11-04,Mobile App,Completed,False
T002012,C00020,P013,Banking,1100.06,2022-10-24,Phone,Completed,True
T002013,C00020,P009,Insurance,71.61,2022-08-14,Mobile App,Completed,False
T002014,C00020,P001,Banking,16.19,2024-01-04,Mobile App,Completed,False
T002015,C00020,P009,Insurance,79.89,2023-06-28,Branch,Completed,False
T002016,C00020,P003,Credit,343.25,2022-05-11,Online,Completed,False
T002100,C00021,P013,Banking,876.67,2024-07-27,Online,Completed,True
T002101,C00021,P008,Insurance,51.83,2024-04-02,Online,Completed,True
T002102,C00021,P008,Insurance,51.84,2022-05-31,Phone,Completed,False
T002103,C00021,P009,Insurance,73.92,2022-05-15,Branch,Completed,True
T002104,C00021,P010,Insurance,185.87,2024-02-20,Phone,Completed,True
T002105,C00021,P008,Insurance,51.74,2024-11-01,Online,Completed,False
T002106,C00021,P003,Credit,391.39,2025-09-02,Online,Completed,True
T002107,C00021,P002,Banking,16.95,2024-05-30,Online,Completed,True
T002200,C00022,P005,Credit,9546.51,2025-11-07,Phone,Completed,True
T002201,C00022,P003,Credit,499.66,2022-07-10,Mobile App,Completed,True
T002202,C00022,P011,Investment,897.65,2022-09-24,Mobile App,Completed,True
T002203,C00022,P013,Banking,992.77,2025-02-24,Mobile App,Completed,True
T002204,C00022,P011,Investment,1190.67,2025-09-24,Phone,Completed,False
T002205,C00022,P015,Investment,557.81,2022-04-16,Phone,Completed,True
T002206,C00022,P011,Investment,1073.9,2022-08-01,Mobile App,Completed,False
T002207,C00022,P010,Insurance,202.67,2024-09-14,Online,Completed,True
T002208,C00022,P013,Banking,783.16,2024-01-23,Online,Completed,False
T002209,C00022,P006,Credit,40.92,2024-05-28,Mobile App,Cancelled,True
T002210,C00022,P014,Banking,1746.76,2025-10-14,Mobile App,Completed,True
T002211,C00022,P010,Insurance,189.7,2025-11-21,Online,Completed,False
T002212,C00022,P015,Investment,534.33,2023-09-25,Phone,Completed,False
T002213,C00022,P005,Credit,10104.48,2022-10-21,Mobile App,Completed,False
T002214,C00022,P005,Credit,11475.26,2025-07-20,Phone,Completed,False
T002215,C00022,P013,Banking,1071.04,2023-03-17,Mobile App,Completed,False
T002216,C00022,P005,Credit,10081.53,2024-01-28,Mobile App,Completed,False
T002300,C00023,P012,Investment,5137.51,2025-09-17,Online,Completed,True
T002301,C00023,P002,Banking,17.26,2023-07-14,Branch,Completed,True
T002302,C00023,P003,Credit,664.24,2023-08-04,Online,Completed,True
T002303,C00023,P013,Banking,878.76,2025-09-28,Branch,Completed,True
T002400,C00024,P012,Investment,5112.8,2023-11-03,Branch,Completed,True
T002401,C00024,P010,Insurance,228.51,2022-12-26,Branch,Completed,True
T002402,C00024,P002,Banking,17.71,2024-10-21,Online,Completed,True
T002403,C00024,P010,Insurance,182.69,2022-03-28,Online,Completed,False
T002404,C00024,P009,Insurance,69.22,2023-10-04,Online,Completed,True
T002405,C00024,P010,Insurance,214.76,2023-08-16,Branch,Completed,False
T002406,C00024,P013,Banking,801.97,2022-12-18,Mobile App,Completed,True
T002407,C00024,P013,Banking,1274.72,2022-06-30,Online,Completed,False
T002408,C00024,P010,Insurance,235.38,2025-04-21,Online,Completed,False
T002409,C00024,P012,Investment,4648.12,2023-11-27,Online,Completed,False
T002410,C00024,P009,Insurance,59.44,2024-11-11,Mobile App,Completed,False
T002411,C00024,P002,Banking,32.27,2023-12-17,Online,Pending,False
T002412,C00024,P011,Investment,1203.08,2023-04-29,Branch,Completed,True
T002413,C00024,P011,Investment,982.82,2025-05-18,Branch,Completed,False
T002500,C00025,P002,Banking,43.21,2025-08-09,Online,Completed,True
T002501,C00025,P002,Banking,22.11,2023-10-10,Branch,Completed,False
T002502,C00025,P008,Insurance,61.37,2023-07-17,Online,Completed,True
T002503,C00025,P001,Banking,18.44,2023-09-28,Online,Completed,True
T002504,C00025,P008,Insurance,52.34,2022-06-07,Online,Cancelled,False
T002505,C00025,P001,Banking,29.02,2025-06-13,Online,Completed,False
T002506,C00025,P002,Banking,32.59,2022-03-26,Online,Completed,False
T002507,C00025,P008,Insurance,47.65,2025-05-24,Online,Completed,False
T002508,C00025,P001,Banking,17.17,2024-07-11,Branch,Pending,False
T002509,C00025,P002,Banking,12.39,2022-06-22,Online,Completed,False
T002510,C00025,P008,Insurance,38.01,2024-06-18,Online,Completed,False
T002511,C00025,P008,Insurance,39.74,2024-02-03,Phone,Completed,False
T002512,C00025,P008,Insurance,54.02,2025-10-22,Online,Completed,False
T002513,C00025,P002,Banking,33.92,2023-11-17,Branch,Completed,False
T002514,C00025,P008,Insurance,57.95,2023-06-01,Mobile App,Completed,False
T002515,C00025,P002,Banking,7.07,2022-11-04,Branch,Completed,False
T002600,C00026,P001,Banking,16.42,2023-09-27,Online,Completed,True
T002601,C00026,P001,Banking,49.86,2025-10-04,Mobile App,Pending,False
T002602,C00026,P002,Banking,18.09,2022-07-11,Online,Completed,True
T002603,C00026,P008,Insurance,65.46,2023-09-25,Branch,Completed,True
T002604,C00026,P008,Insurance,63.17,2023-01-29,Branch,Completed,False
T002605,C00026,P001,Banking,38.54,2023-08-29,Phone,Completed,False
T002606,C00026,P002,Banking,38.32,2024-12-14,Branch,Completed,False
T002607,C00026,P001,Banking,41.57,2025-05-08,Branch,Completed,False
T002608,C00026,P002,Banking,18.21,2022-12-06,Mobile App,Completed,False
T002609,C00026,P002,Banking,37.62,2023-05-02,Phone,Completed,False
T002610,C00026,P008,Insurance,48.13,2023-04-25,Online,Completed,False
T002611,C00026,P008,Insurance,57.29,2023-02-02,Branch,Pending,False
T002700,C00027,P008,Insurance,36.81,2023-02-13,Phone,Completed,True
T002701,C00027,P009,Insurance,76.77,2022-04-17,Online,Completed,True
T002702,C00027,P007,Credit,6.23,2022-07-30,Mobile App,Completed,True
T002703,C00027,P003,Credit,553.82,2022-11-25,Branch,Pending,True
T002704,C00027,P005,Credit,12253.54,2024-06-14,Branch,Pending,True
T002705,C00027,P008,Insurance,50.56,2024-07-12,Phone,Pending,False
T002706,C00027,P011,Investment,1244.29,2022-04-20,Branch,Completed,True
T002707,C00027,P011,Investment,792.98,2022-06-17,Branch,Completed,False
T002708,C00027,P015,Investment,372.25,2022-07-22,Phone,Completed,True
T002709,C00027,P014,Banking,1983.34,2022-10-27,Branch,Completed,True
T002710,C00027,P008,Insurance,52.88,2024-08-25,Online,Completed,False
T002800,C00028,P001,Banking,21.16,2025-01-28,Phone,Completed,True
T002801,C00028,P008,Insurance,52.75,2023-05-02,Online,Completed,True
T002802,C00028,P008,Insurance,42.95,2025-08-01,Mobile App,Completed,False
T002803,C00028,P001,Banking,25.77,2024-10-20,Online,Completed,False
T002804,C00028,P001,Banking,17.64,2022-10-22,Online,Completed,False
T002805,C00028,P002,Banking,26.17,2024-05-03,Branch,Completed,True
T002900,C00029,P013,Banking,928.65,2022-03-31,Mobile App,Cancelled,True
T002901,C00029,P002,Banking,12.06,2022-02-03,Online,Completed,True
T002902,C00029,P014,Banking,1569.77,2025-07-10,Branch,Completed,True
T002903,C00029,P008,Insurance,48.56,2023-11-12,Branch,Completed,True
T002904,C00029,P002,Banking,23.23,2025-08-09,Branch,Completed,False
T002905,C00029,P014,Banking,2017.24,2024-09-07,Mobile App,Completed,False
T002906,C00029,P001,Banking,39.56,2024-07-26,Branch,Completed,True
T002907,C00029,P001,Banking,49.46,2023-10-09,Phone,Completed,False
T002908,C00029,P010,Insurance,131.52,2024-08-27,Online,Completed,True
T003000,C00030,P013,Banking,966.85,2024-03-30,Mobile App,Pending,True
T003001,C00030,P013,Banking,920.42,2023-11-26,Phone,Completed,False
T003002,C00030,P010,Insurance,182.73,2024-01-23,Phone,Completed,True
T003003,C00030,P003,Credit,479.37,2024-05-19,Branch,Completed,True
T003004,C00030,P009,Insurance,52.38,2025-01-22,Online,Completed,True
T003005,C00030,P012,Investment,3863.61,2025-09-15,Online,Completed,True
T003006,C00030,P013,Banking,1205.03,2022-12-08,Mobile App,Completed,False
T003007,C00030,P001,Banking,31.97,2023-12-24,Mobile App,Completed,True
T003008,C00030,P001,Banking,25.65,2022-06-03,Mobile App,Completed,False
T003009,C00030,P015,Investment,623.37,2022-11-24,Phone,Completed,True
T003010,C00030,P008,Insurance,48.13,2025-10-20,Mobile App,Completed,True
T003011,C00030,P003,Credit,543.24,2023-04-29,Mobile App,Completed,False
T003012,C00030,P013,Banking,1046.69,2025-03-07,Branch,Completed,False
T003013,C00030,P010,Insurance,292.37,2024-01-30,Online,Completed,False
T003014,C00030,P008,Insurance,58.4,2022-10-09,Online,Completed,False
T003100,C00031,P014,Banking,1573.32,2022-08-30,Online,Completed,True
T003101,C00031,P010,Insurance,250.61,2023-03-16,Phone,Completed,True
T003102,C00031,P010,Insurance,226.45,2023-02-14,Branch,Completed,False
T003103,C00031,P010,Insurance,199.76,2022-12-20,Mobile App,Completed,False
T003104,C00031,P003,Credit,611.0,2025-10-28,Phone,Cancelled,True
T003105,C00031,P015,Investment,505.8,2023-12-13,Mobile App,Completed,True
T003106,C00031,P002,Banking,46.37,2023-09-07,Mobile App,Completed,True
T003107,C00031,P015,Investment,435.4,2022-12-23,Mobile App,Completed,False
T003108,C00031,P003,Credit,614.23,2023-02-16,Mobile App,Completed,False
T003200,C00032,P010,Insurance,142.59,2022-06-26,Branch,Completed,True
T003201,C00032,P014,Banking,2282.39,2024-09-07,Online,Completed,True
T003202,C00032,P008,Insurance,50.21,2025-03-23,Branch,Cancelled,True
T003203,C00032,P014,Banking,2038.21,2022-06-01,Online,Completed,False
T003204,C00032,P002,Banking,31.99,2022-09-20,Mobile App,Completed,True
