customer_id,age,gender,income,education,occupation,marital_status,region,num_dependents,credit_score,tenure_years,is_churned
C00181,35,Female,97487.78,Bachelor,Accountant,Divorced,North,3,649,19.6,False
C00182,54,Male,79480.96,Bachelor,Nurse,Widowed,South,4,656,10.4,False
C00183,40,Non-binary,36699.22,Master,Doctor,Married,West,1,597,16.2,False
C00184,62,Non-binary,58920.94,Bachelor,Teacher,Married,North,0,607,17.8,False
C00185,29,Female,175535.68,Bachelor,Doctor,Single,West,1,699,2.7,True
C00186,20,Non-binary,104647.38,Bachelor,Doctor,Single,South,0,637,18.0,False
C00187,70,Male,158652.68,PhD,Doctor,Single,Central,1,742,8.2,False
C00188,50,Female,135838.37,Bachelor,Doctor,Single,Central,0,658,5.1,False
C00189,38,Female,87347.95,Master,Nurse,Married,North,1,644,15.0,False
C00190,33,Non-binary,59372.05,Bachelor,Nurse,Married,Central,2,589,5.8,False
C00191,18,Non-binary,22640.52,Bachelor,Student,Single,North,0,581,13.3,True
C00192,30,Female,214476.94,Bachelor,Business Owner,Single,South,0,755,9.1,False
C00193,33,Non-binary,123753.0,Bachelor,Accountant,Widowed,Central,1,606,9.7,False
C00194,19,Non-binary,136176.04,Master,Lawyer,Married,South,1,701,15.2,False
C00195,46,Non-binary,73738.84,PhD,Accountant,Married,East,0,653,9.9,False
C00196,35,Male,85317.56,Master,Accountant,Married,North,1,708,0.3,False
C00197,19,Female,36980.1,PhD,Retail Worker,Married,West,2,621,8.1,False
C00198,28,Non-binary,71859.27,Master,Accountant,Married,Central,2,652,17.2,True
C00199,18,Non-binary,51135.42,Bachelor,Retired,Widowed,South,0,551,11.6,False
C00200,48,Female,38234.36,Master,Retail Worker,Married,Central,1,618,19.3,False
C00201,18,Female,120739.46,Bachelor,Doctor,Married,West,1,630,5.6,False
C00202,25,Male,54994.69,High School,Retired,Married,East,1,568,17.3,False
C00203,67,Female,133408.51,Bachelor,Lawyer,Divorced,West,0,685,6.2,False
C00204,19,Female,95858.7,PhD,Accountant,Single,West,2,735,15.2,False
C00205,55,Male,62603.34,Associate,Teacher,Single,South,1,585,6.9,False
C00206,49,Female,91244.34,Master,Engineer,Single,South,0,705,7.8,False
C00207,53,Non-binary,124024.33,Associate,Doctor,Single,West,2,667,6.6,False
C00208,44,Male,15000.0,PhD,Student,Married,West,1,607,13.8,False
C00209,32,Non-binary,66183.76,Bachelor,Teacher,Single,North,1,593,9.8,False
C00210,28,Female,132032.58,Master,Lawyer,Married,North,0,690,13.2,False
C00211,33,Male,73931.07,Associate,Engineer,Single,West,1,644,3.9,True
C00212,47,Female,146664.63,PhD,Doctor,Married,North,0,732,7.3,False
C00213,19,Male,66112.75,Bachelor,Teacher,Married,Central,0,636,7.9,True
C00214,45,Male,149929.51,Bachelor,Manager,Married,South,1,711,10.7,False
C00215,49,Female,53580.86,Bachelor,Retired,Married,East,2,591,12.2,False
C00216,46,Non-binary,119483.04,High School,Business Owner,Single,South,1,669,4.4,False
C00217,66,Non-binary,31051.63,Bachelor,Student,Single,North,1,555,9.3,False
C00218,32,Non-binary,113352.32,Master,Doctor,Married,East,0,648,0.8,False
C00219,43,Male,25941.46,Bachelor,Student,Single,Central,0,608,14.0,False
C00220,44,Non-binary,180658.69,Bachelor,Doctor,Married,West,1,744,15.5,False
C00221,36,Female,34636.71,Associate,Retail Worker,Married,West,0,533,12.5,False
C00222,24,Non-binary,124396.16,Associate,Manager,Married,East,0,660,11.0,False
C00223,59,Male,42446.28,Bachelor,Business Owner,Married,East,2,542,17.3,True
C00224,42,Male,130883.68,PhD,Business Owner,Single,East,3,736,18.0,False
C00225,43,Non-binary,71169.59,High School,Retired,Single,Central,0,549,13.7,False
C00226,50,Male,18831.31,Master,Student,Divorced,East,0,561,1.4,False
C00227,47,Male,28053.66,Master,Retail Worker,Single,West,1,604,2.8,False
C00228,51,Non-binary,41867.61,Bachelor,Retail Worker,Divorced,South,0,574,8.6,False
C00229,62,Non-binary,129905.76,Master,Manager,Single,West,0,727,16.6,True
C00230,41,Male,101740.68,Master,Manager,Single,West,0,653,6.5,True
C00231,35,Non-binary,43703.42,Master,Manager,Married,South,0,622,7.6,False
C00232,54,Non-binary,173743.75,High School,Business Owner,Married,West,1,693,5.8,False
C00233,50,Male,93366.81,Bachelor,Accountant,Married,North,1,647,12.2,False
C00234,45,Male,61496.89,High School,Teacher,Single,East,3,604,12.3,False
C00235,31,Female,75630.78,High School,Business Owner,Married,West,2,548,10.5,False
C00236,22,Female,111204.36,PhD,Engineer,Single,West,3,654,12.5,True
C00237,38,Male,120374.28,Bachelor,Manager,Married,North,1,651,2.4,False
C00238,34,Female,120369.93,Bachelor,Engineer,Single,East,1,642,16.0,False
C00239,47,Male,81364.71,Bachelor,Nurse,Single,North,3,625,17.3,False
C00240,33,Non-binary,35988.38,Associate,Retail Worker,Widowed,Central,2,572,6.3,False
C00241,47,Male,84230.91,Bachelor,Lawyer,Single,Central,1,612,6.5,False
C00242,60,Non-binary,26772.14,Master,Student,Single,North,3,601,6.3,False
C00243,44,Female,148263.82,Bachelor,Business Owner,Married,South,1,664,14.3,False
C00244,55,Male,37309.23,Bachelor,Retail Worker,Married,South,2,579,10.2,False
C00245,39,Non-binary,53801.32,Bachelor,Nurse,Married,East,0,574,10.9,False
C00246,38,Female,78764.72,Bachelor,Accountant,Single,West,0,633,1.5,True
C00247,61,Non-binary,80150.14,Bachelor,Lawyer,Single,East,0,638,6.1,False
C00248,50,Male,46424.01,Bachelor,Manager,Widowed,North,1,591,14.1,False
C00249,30,Male,152038.66,Bachelor,Lawyer,Married,East,0,675,16.8,False
C00250,21,Non-binary,87266.54,Associate,Manager,Single,Central,2,638,11.6,True
C00251,39,Non-binary,85912.49,High School,Accountant,Married,North,1,540,13.7,False
C00252,48,Female,31556.92,Bachelor,Retail Worker,Married,East,0,538,5.9,True
C00253,44,Male,83439.29,Bachelor,Business Owner,Single,Central,1,637,5.7,False
C00254,48,Non-binary,18303.78,Master,Retail Worker,Widowed,South,0,560,12.0,False
C00255,46,Female,100633.55,High School,Business Owner,Married,North,1,582,1.1,False
C00256,49,Non-binary,103893.57,Bachelor,Retired,Married,Central,0,645,15.4,False
C00257,37,Non-binary,128721.25,Bachelor,Lawyer,Single,Central,0,641,1.9,False
C00258,26,Female,179714.38,Master,Doctor,Married,East,1,743,15.4,False
C00259,43,Female,54459.08,Master,Nurse,Married,North,0,578,5.2,False
C00260,33,Female,93113.54,Bachelor,Manager,Married,West,1,663,9.6,False
C00261,41,Female,89697.57,High School,Accountant,Married,East,1,651,13.0,False
C00262,57,Female,62342.66,High School,Engineer,Married,South,0,547,16.2,False
C00263,41,Non-binary,17240.53,High School,Retired,Single,South,0,476,12.7,False
C00264,69,Male,40840.26,Bachelor,Retired,Married,North,4,602,19.5,False
C00265,44,Non-binary,44055.35,Bachelor,Teacher,Single,West,1,588,1.7,True
C00266,28,Female,66162.21,Bachelor,Nurse,Single,South,0,553,12.2,True
C00267,22,Male,40225.54,High School,Retail Worker,Single,West,1,553,5.1,False
C00268,18,Male,131953.65,Bachelor,Doctor,Single,West,2,688,15.7,False
C00269,42,Non-binary,15000.0,Bachelor,Business Owner,Single,West,0,535,9.2,False
C00270,39,Female,141357.57,Master,Lawyer,Single,West,1,706,11.6,False
C00271,18,Male,167867.32,Bachelor,Business Owner,Single,West,0,746,15.5,False
C00272,37,Non-binary,47296.53,Bachelor,Retired,Single,East,0,617,10.7,False
C00273,58,Female,117017.99,Bachelor,Business Owner,Married,West,1,651,5.6,True
C00274,29,Male,201178.6,Associate,Doctor,Married,West,3,699,3.1,False
C00275,59,Male,193509.59,Bachelor,Doctor,Single,South,0,694,16.7,False
C00276,37,Female,49526.15,Associate,Business Owner,Single,East,2,544,19.4,False
C00277,38,Male,162435.36,Master,Business Owner,Single,South,0,772,16.8,False
C00278,34,Female,68121.94,Bachelor,Accountant,Single,South,0,604,4.2,False
C00279,32,Female,67055.11,PhD,Teacher,Widowed,East,0,595,3.2,False
C00280,33,Male,142926.42,Bachelor,Lawyer,Married,South,0,679,15.6,False
C00281,27,Non-binary,20530.86,PhD,Retired,Married,South,1,640,14.3,False
C00282,23,Non-binary,90471.39,Master,Nurse,Divorced,East,0,624,3.4,False
C00283,50,Male,44143.4,High School,Business Owner,Married,Central,2,567,19.7,True
C00284,36,Non-binary,169117.64,Bachelor,Business Owner,Divorced,East,0,685,9.9,False
C00285,57,Non-binary,162639.58,Master,Business Owner,Married,West,0,729,18.1,False
C00286,44,Male,66136.54,Bachelor,Teacher,Married,South,2,622,7.2,True
C00287,50,Female,31830.99,Bachelor,Retail Worker,Single,Central,0,598,7.1,False
C00288,54,Non-binary,28873.12,Bachelor,Retail Worker,Single,East,0,537,0.7,False
C00289,52,Male,49256.27,High School,Retired,Married,North,1,519,9.4,False
C00290,24,Non-binary,105684.39,Master,Manager,Single,South,0,672,19.3,False
C00291,44,Male,28617.49,Associate,Retail Worker,Widowed,West,2,561,4.4,False
C00292,26,Male,69551.3,Master,Teacher,Single,South,0,681,6.8,False
C00293,29,Male,97628.15,Bachelor,Accountant,Single,South,0,659,0.7,False
C00294,29,Non-binary,177772.14,Bachelor,Business Owner,Married,North,0,718,15.2,False
C00295,33,Male,91513.4,High School,Manager,Married,East,0,572,17.7,False
C00296,46,Male,30931.12,Master,Retired,Married,North,0,642,8.6,False
C00297,46,Female,40559.31,Bachelor,Retired,Married,Central,1,573,6.1,False
C00298,51,Male,15000.0,Master,Student,Single,East,1,634,5.5,False
C00299,23,Non-binary,15000.0,Bachelor,Student,Divorced,West,2,550,18.7,False
C00300,27,Non-binary,83450.01,Associate,Nurse,Single,East,1,594,13.0,False
C00301,33,Non-binary,114202.9,PhD,Lawyer,Single,South,1,707,0.7,False
C00302,64,Female,41586.65,PhD,Teacher,Single,Central,1,626,14.7,False
C00303,36,Female,15000.0,Bachelor,Student,Single,Central,0,575,7.6,False
C00304,30,Female,117410.95,Bachelor,Lawyer,Single,South,1,655,18.3,False
C00305,48,Male,61837.12,Bachelor,Teacher,Married,South,0,618,0.2,False
C00306,78,Male,52976.17,Bachelor,Retired,Married,Central,3,575,13.7,False
C00307,33,Female,18125.32,PhD,Student,Single,North,0,622,18.5,False
C00308,46,Male,44666.78,High School,Retail Worker,Single,Central,1,582,2.4,False
C00309,20,Male,56587.27,High School,Teacher,Divorced,West,1,520,13.8,False
C00310,40,Female,36590.89,PhD,Retired,Widowed,Central,1,649,14.2,False
C00311,36,Female,82530.46,Associate,Accountant,Widowed,West,2,580,2.7,False
C00312,35,Female,77314.5,Master,Nurse,Single,East,0,634,12.3,False
C00313,43,Non-binary,73324.42,Bachelor,Accountant,Single,South,1,582,1.2,False
C00314,61,Male,73956.39,PhD,Accountant,Single,East,1,575,19.8,False
C00315,29,Female,68611.54,Associate,Teacher,Married,East,1,607,11.3,False
C00316,23,Female,52540.72,Master,Retired,Single,East,1,602,11.8,False
C00317,46,Non-binary,97050.07,Bachelor,Engineer,Married,Central,0,613,19.0,False
C00318,64,Male,82546.54,Master,Manager,Single,West,2,607,17.7,False
C00319,30,Non-binary,98529.12,Bachelor,Manager,Single,West,2,633,8.8,False
C00320,41,Male,74608.14,Master,Nurse,Single,West,0,638,17.5,False
C00321,42,Male,113405.23,Bachelor,Engineer,Single,West,2,658,9.3,False
C00322,68,Non-binary,26656.57,Associate,Retired,Divorced,Central,0,501,3.9,False
C00323,60,Female,119564.14,High School,Engineer,Single,West,2,688,19.6,False
C00324,52,Non-binary,45509.21,Bachelor,Teacher,Single,South,1,545,9.4,False
C00325,42,Female,186421.85,High School,Lawyer,Single,South,1,657,9.8,False
C00326,45,Female,136435.11,Master,Doctor,Widowed,Central,2,707,12.2,False
C00327,26,Female,107759.83,Master,Manager,Married,North,1,674,3.2,False
C00328,40,Female,110219.62,PhD,Manager,Married,East,4,721,18.9,False
C00329,37,Non-binary,60749.91,PhD,Retired,Divorced,East,0,646,8.4,False
C00330,54,Female,90547.4,High School,Manager,Married,South,1,618,10.5,False
C00331,37,Male,111194.75,Master,Business Owner,Married,East,2,663,2.6,False
C00332,65,Male,50859.13,High School,Manager,Married,East,1,497,9.1,False
C00333,22,Male,71827.28,Bachelor,Accountant,Single,Central,0,590,17.3,True
C00334,49,Female,162867.14,PhD,Doctor,Married,West,1,747,2.3,False
C00335,43,Male,36336.61,Bachelor,Student,Married,West,2,569,18.0,False
C00336,51,Non-binary,68941.58,Bachelor,Accountant,Married,North,1,585,2.5,False
C00337,18,Non-binary,23772.34,Master,Student,Married,Central,1,521,11.0,False
C00338,40,Male,68310.16,PhD,Manager,Single,South,1,616,3.7,False
C00339,30,Female,153403.16,Bachelor,Doctor,Single,South,1,687,15.1,False
C00340,63,Male,35549.1,Bachelor,Retail Worker,Married,West,4,545,1.4,True
C00341,27,Non-binary,44286.55,Associate,Teacher,Married,South,1,579,15.7,False
C00342,36,Non-binary,102638.78,High School,Doctor,Married,North,1,590,16.6,False
C00343,39,Male,37075.54,PhD,Retired,Single,Central,1,587,17.9,False
C00344,58,Non-binary,216956.06,PhD,Doctor,Married,South,1,782,8.9,False
C00345,26,Female,102941.23,High School,Accountant,Divorced,Central,0,561,4.3,False
C00346,38,Non-binary,15000.0,Master,Student,Married,North,1,573,11.8,False
C00347,55,Non-binary,23878.22,High School,Retail Worker,Married,West,0,528,5.6,False
C00348,52,Female,28338.36,Master,Retail Worker,Married,South,2,586,18.9,False
