transaction_id,product_id,product_category,amount,transaction_date,channel,status,is_first_product,customer_id
T00090000,P009,Insurance,1569.71,2025-08-21,Branch,Completed,True,sdv-id-otyTTI
T00090001,P002,Banking,2318.01,2023-07-10,Mobile App,Completed,False,sdv-id-otyTTI
T00090002,P006,Credit,0.01,2023-10-17,Online,Completed,False,sdv-id-otyTTI
T00090003,P008,Insurance,0.01,2022-06-12,Branch,Completed,False,sdv-id-otyTTI
T00090004,P002,Banking,1443.24,2023-01-04,Branch,Pending,True,sdv-id-otyTTI
T00100000,P010,Insurance,186.93,2023-12-20,Online,Completed,True,sdv-id-REeyrv
T00100001,P002,Banking,55.73,2022-10-29,Branch,Completed,False,sdv-id-REeyrv
T00100002,P012,Investment,143.94,2025-09-24,Mobile App,Pending,True,sdv-id-REeyrv
T00100003,P008,Insurance,120.63,2025-10-05,Online,Completed,False,sdv-id-REeyrv
T00100004,P014,Banking,1028.49,2023-04-18,Mobile App,Pending,True,sdv-id-REeyrv
T00110000,P015,Investment,70.99,2022-04-18,Mobile App,Completed,True,sdv-id-BKGJmG
T00110001,P002,Banking,0.01,2023-04-23,Branch,Cancelled,True,sdv-id-BKGJmG
T00110002,P001,Banking,48.9,2023-07-18,Mobile App,Completed,True,sdv-id-BKGJmG
T00110003,P002,Banking,0.01,2022-06-02,Online,Completed,True,sdv-id-BKGJmG
T00110004,P001,Banking,33.62,2023-08-30,Online,Completed,True,sdv-id-BKGJmG
T00110005,P009,Insurance,53.08,2023-11-27,Mobile App,Completed,False,sdv-id-BKGJmG
T00110006,P002,Banking,137.07,2025-07-14,Online,Completed,True,sdv-id-BKGJmG
T00120000,P015,Investment,170.04,2024-12-06,Phone,Completed,True,sdv-id-Fhveac
T00130000,P008,Insurance,8.44,2024-12-26,Mobile App,Completed,True,sdv-id-PIchIV
T00130001,P009,Insurance,73.53,2023-11-25,Branch,Completed,True,sdv-id-PIchIV
T00130002,P002,Banking,4614.12,2025-02-27,Mobile App,Completed,False,sdv-id-PIchIV
T00130003,P009,Insurance,170.89,2022-06-09,Branch,Completed,False,sdv-id-PIchIV
T00130004,P009,Insurance,1181.86,2022-03-09,Mobile App,Completed,False,sdv-id-PIchIV
T00140000,P003,Credit,763.92,2022-11-29,Mobile App,Completed,True,sdv-id-nbtaME
T00140001,P004,Credit,213.97,2023-10-22,Online,Completed,False,sdv-id-nbtaME
T00140002,P001,Banking,0.01,2023-01-05,Mobile App,Completed,True,sdv-id-nbtaME
T00140003,P015,Investment,113.94,2023-06-01,Branch,Completed,True,sdv-id-nbtaME
T00140004,P013,Banking,0.01,2022-06-24,Mobile App,Completed,False,sdv-id-nbtaME
T00150000,P015,Investment,0.01,2023-11-19,Online,Completed,False,sdv-id-iJgMWZ
T00150001,P003,Credit,116.3,2025-11-27,Online,Completed,False,sdv-id-iJgMWZ
T00150002,P014,Banking,77.01,2022-01-01,Online,Completed,False,sdv-id-iJgMWZ
T00150003,P001,Banking,142.17,2023-09-07,Online,Completed,False,sdv-id-iJgMWZ
T00160000,P008,Insurance,42.39,2025-12-21,Online,Completed,False,sdv-id-mvlnhQ
T00160001,P014,Banking,0.01,2025-04-14,Online,Completed,True,sdv-id-mvlnhQ
T00160002,P002,Banking,0.01,2022-12-27,Mobile App,Completed,False,sdv-id-mvlnhQ
T00160003,P009,Insurance,40.23,2023-03-28,Mobile App,Completed,False,sdv-id-mvlnhQ
T00170000,P014,Banking,177.19,2022-12-08,Online,Pending,False,sdv-id-vIzFWL
T00170001,P009,Insurance,96.46,2023-05-21,Online,Completed,True,sdv-id-vIzFWL
T00170002,P008,Insurance,0.01,2022-05-09,Online,Completed,False,sdv-id-vIzFWL
T00170003,P002,Banking,277.78,2023-09-27,Branch,Completed,False,sdv-id-vIzFWL
T00180000,P013,Banking,67.08,2023-09-09,Branch,Completed,False,sdv-id-aYfPFf
T00180001,P001,Banking,0.01,2025-09-26,Mobile App,Pending,False,sdv-id-aYfPFf
T00190000,P009,Insurance,11209.09,2022-05-24,Mobile App,Completed,False,sdv-id-DjXAFi
T00190001,P002,Banking,419.93,2022-01-08,Online,Completed,False,sdv-id-DjXAFi
T00190002,P003,Credit,2119.0,2022-10-02,Online,Completed,True,sdv-id-DjXAFi
T00190003,P009,Insurance,30.78,2023-09-26,Online,Completed,False,sdv-id-DjXAFi
T00200000,P009,Insurance,0.01,2024-02-22,Online,Completed,True,sdv-id-HHyeJq
T00200001,P008,Insurance,665.97,2022-04-03,Online,Completed,False,sdv-id-HHyeJq
T00210000,P004,Credit,0.01,2023-01-28,Online,Completed,False,sdv-id-vgZlGh
T00210001,P007,Credit,126.92,2023-09-22,Mobile App,Completed,True,sdv-id-vgZlGh
T00220000,P007,Credit,11711.82,2022-03-07,Online,Completed,False,sdv-id-ZhZKee
T00220001,P012,Investment,95.64,2022-10-25,Phone,Completed,True,sdv-id-ZhZKee
T00220002,P002,Banking,0.01,2025-10-06,Online,Completed,True,sdv-id-ZhZKee
T00220003,P012,Investment,83.61,2023-07-17,Online,Completed,False,sdv-id-ZhZKee
T00220004,P008,Insurance,518.66,2022-12-13,Branch,Completed,True,sdv-id-ZhZKee
T00230000,P003,Credit,5822.6,2022-09-13,Online,Completed,False,sdv-id-tWBpjH
T00230001,P012,Investment,0.01,2023-10-07,Mobile App,Completed,False,sdv-id-tWBpjH
T00230002,P001,Banking,5244.17,2022-09-24,Online,Completed,False,sdv-id-tWBpjH
T00240000,P005,Credit,222.55,2023-10-12,Mobile App,Completed,True,sdv-id-PFqeat
T00240001,P013,Banking,102.08,2023-08-21,Mobile App,Completed,True,sdv-id-PFqeat
T00240002,P002,Banking,821.99,2024-10-24,Online,Completed,True,sdv-id-PFqeat
T00250000,P010,Insurance,0.01,2022-01-05,Online,Completed,True,sdv-id-SSpJBj
T00250001,P001,Banking,0.01,2022-08-30,Branch,Completed,True,sdv-id-SSpJBj
T00260000,P010,Insurance,2155.02,2022-07-28,Branch,Completed,False,sdv-id-DNRKBY
T00260001,P007,Credit,24.54,2023-09-14,Branch,Completed,False,sdv-id-DNRKBY
T00260002,P001,Banking,0.01,2025-04-20,Branch,Completed,False,sdv-id-DNRKBY
T00270000,P001,Banking,242.42,2023-10-15,Online,Completed,True,sdv-id-InmFNO
T00270001,P008,Insurance,0.01,2025-06-07,Mobile App,Completed,False,sdv-id-InmFNO
T00270002,P001,Banking,118.75,2023-02-23,Online,Completed,True,sdv-id-InmFNO
T00270003,P001,Banking,0.01,2022-12-01,Online,Completed,False,sdv-id-InmFNO
T00270004,P008,Insurance,920.31,2022-12-19,Online,Completed,False,sdv-id-InmFNO
T00280000,P001,Banking,0.01,2025-10-24,Mobile App,Completed,False,sdv-id-rBHjHP
T00280001,P007,Credit,0.01,2025-06-02,Online,Completed,False,sdv-id-rBHjHP
T00290000,P008,Insurance,603.21,2023-08-27,Online,Completed,False,sdv-id-bLhNYB
T00290001,P001,Banking,149.43,2023-09-30,Mobile App,Completed,False,sdv-id-bLhNYB
T00290002,P006,Credit,0.01,2025-03-12,Online,Completed,False,sdv-id-bLhNYB
T00290003,P003,Credit,410.47,2025-03-31,Online,Completed,True,sdv-id-bLhNYB
T00300000,P014,Banking,22.07,2023-03-09,Online,Completed,True,sdv-id-dbtMmE
T00300001,P008,Insurance,911.11,2025-07-19,Online,Completed,False,sdv-id-dbtMmE
T00300002,P014,Banking,1861.74,2022-09-02,Online,Completed,True,sdv-id-dbtMmE
T00310000,P013,Banking,673.89,2023-02-20,Mobile App,Completed,True,sdv-id-OjCmpd
T00310001,P015,Investment,875.62,2022-09-16,Mobile App,Completed,False,sdv-id-OjCmpd
T00310002,P001,Banking,6.17,2022-11-29,Branch,Completed,True,sdv-id-OjCmpd
T00310003,P003,Credit,0.01,2022-06-15,Mobile App,Completed,True,sdv-id-OjCmpd
T00310004,P004,Credit,0.01,2024-04-22,Online,Completed,True,sdv-id-OjCmpd
T00320000,P011,Investment,4594.85,2023-09-01,Branch,Completed,False,sdv-id-ZMgEQb
T00320001,P007,Credit,1758.7,2024-08-05,Online,Completed,False,sdv-id-ZMgEQb
T00320002,P002,Banking,88.83,2025-01-10,Online,Completed,False,sdv-id-ZMgEQb
T00320003,P004,Credit,34.48,2024-03-06,Branch,Completed,True,sdv-id-ZMgEQb
T00320004,P005,Credit,3278.25,2023-04-10,Branch,Completed,True,sdv-id-ZMgEQb
T00320005,P007,Credit,5229.66,2022-07-21,Phone,Completed,True,sdv-id-ZMgEQb
T00330000,P001,Banking,206.78,2022-08-10,Online,Cancelled,True,sdv-id-vMjXsB
T00330001,P002,Banking,604.27,2023-06-16,Online,Completed,False,sdv-id-vMjXsB
T00330002,P008,Insurance,1886.63,2023-11-16,Online,Completed,False,sdv-id-vMjXsB
T00340000,P014,Banking,145.89,2022-07-15,Mobile App,Completed,True,sdv-id-cTQiLK
T00340001,P007,Credit,17.65,2023-11-10,Online,Completed,True,sdv-id-cTQiLK
T00340002,P007,Credit,1421.28,2023-12-26,Mobile App,Completed,False,sdv-id-cTQiLK
T00340003,P002,Banking,6.92,2024-10-07,Online,Completed,True,sdv-id-cTQiLK
T00340004,P002,Banking,0.01,2023-07-26,Online,Completed,False,sdv-id-cTQiLK
T00340005,P008,Insurance,47.94,2024-04-14,Phone,Pending,False,sdv-id-cTQiLK
T00350000,P008,Insurance,813.44,2024-06-27,Phone,Pending,False,sdv-id-tSGcIm
T00350001,P008,Insurance,0.01,2024-08-28,Online,Pending,False,sdv-id-tSGcIm
T00350002,P008,Insurance,1421.37,2025-11-06,Online,Completed,False,sdv-id-tSGcIm
T00350003,P015,Investment,1240.55,2024-10-18,Online,Completed,True,sdv-id-tSGcIm
T00360000,P007,Credit,250.11,2025-10-08,Phone,Completed,False,sdv-id-TFdgHt
T00360001,P008,Insurance,84.9,2025-02-23,Online,Completed,True,sdv-id-TFdgHt
T00360002,P002,Banking,144.99,2024-09-21,Online,Pending,False,sdv-id-TFdgHt
T00360003,P001,Banking,1273.31,2023-11-14,Branch,Completed,False,sdv-id-TFdgHt
T00370000,P002,Banking,183.0,2025-08-18,Online,Completed,False,sdv-id-raGkgW
T00370001,P001,Banking,481.47,2024-11-14,Branch,Completed,True,sdv-id-raGkgW
T00370002,P009,Insurance,198.32,2023-06-04,Branch,Completed,True,sdv-id-raGkgW
T00370003,P006,Credit,1730.99,2023-11-20,Mobile App,Completed,False,sdv-id-raGkgW
T00370004,P001,Banking,96.21,2022-05-19,Mobile App,Completed,False,sdv-id-raGkgW
T00370005,P001,Banking,57.02,2024-03-13,Mobile App,Completed,True,sdv-id-raGkgW
T00370006,P006,Credit,0.01,2024-09-17,Online,Completed,True,sdv-id-raGkgW
T00380000,P001,Banking,193.29,2022-05-27,Branch,Completed,True,sdv-id-xYznOJ
T00380001,P014,Banking,5049.16,2024-08-16,Mobile App,Completed,True,sdv-id-xYznOJ
T00380002,P012,Investment,39.45,2025-02-11,Mobile App,Completed,False,sdv-id-xYznOJ
T00390000,P014,Banking,1506.63,2022-03-19,Online,Completed,False,sdv-id-JqOJJh
T00390001,P008,Insurance,299.48,2023-11-27,Mobile App,Completed,True,sdv-id-JqOJJh
T00390002,P013,Banking,23.97,2022-08-09,Mobile App,Completed,True,sdv-id-JqOJJh
T00390003,P013,Banking,102.6,2024-11-26,Phone,Completed,False,sdv-id-JqOJJh
T00390004,P008,Insurance,4136.78,2023-01-25,Mobile App,Completed,True,sdv-id-JqOJJh
T00400000,P009,Insurance,99.88,2022-06-22,Online,Completed,False,sdv-id-dcXrxF
T00400001,P012,Investment,811.08,2024-10-14,Online,Completed,True,sdv-id-dcXrxF
T00400002,P001,Banking,4142.69,2025-05-22,Branch,Completed,True,sdv-id-dcXrxF
T00410000,P012,Investment,1593.9,2024-01-20,Phone,Completed,True,sdv-id-FFWYyV
T00410001,P004,Credit,168.47,2022-01-01,Online,Completed,True,sdv-id-FFWYyV
T00410002,P008,Insurance,0.01,2024-04-28,Mobile App,Completed,False,sdv-id-FFWYyV
T00410003,P008,Insurance,88.74,2023-04-28,Branch,Completed,True,sdv-id-FFWYyV
T00410004,P011,Investment,49.19,2022-05-09,Mobile App,Cancelled,True,sdv-id-FFWYyV
T00420000,P001,Banking,90.4,2022-12-29,Online,Completed,True,sdv-id-NkuBeg
T00420001,P007,Credit,8550.84,2025-06-20,Mobile App,Completed,True,sdv-id-NkuBeg
T00420002,P002,Banking,2393.08,2023-09-19,Online,Completed,False,sdv-id-NkuBeg
T00430000,P002,Banking,1144.17,2022-04-03,Mobile App,Completed,True,sdv-id-VEfaTd
T00430001,P006,Credit,1977.96,2022-08-16,Mobile App,Completed,False,sdv-id-VEfaTd
T00430002,P009,Insurance,402.85,2022-12-22,Online,Completed,False,sdv-id-VEfaTd
T00440000,P001,Banking,93.52,2022-01-01,Mobile App,Completed,True,sdv-id-WYfWTu
T00440001,P008,Insurance,356.48,2024-09-08,Mobile App,Pending,True,sdv-id-WYfWTu
T00440002,P014,Banking,0.01,2025-02-27,Mobile App,Completed,False,sdv-id-WYfWTu
T00440003,P014,Banking,29.35,2022-06-23,Branch,Completed,True,sdv-id-WYfWTu
T00450000,P009,Insurance,1671.6,2022-06-03,Online,Completed,False,sdv-id-ywBVKB
T00450001,P001,Banking,126.9,2024-07-28,Online,Completed,False,sdv-id-ywBVKB
T00460000,P007,Credit,121.51,2024-10-19,Branch,Completed,False,sdv-id-nvAGem
T00460001,P009,Insurance,1373.94,2022-05-28,Phone,Completed,True,sdv-id-nvAGem
T00460002,P009,Insurance,0.01,2022-04-03,Mobile App,Completed,False,sdv-id-nvAGem
T00460003,P003,Credit,1086.42,2022-07-22,Online,Completed,True,sdv-id-nvAGem
T00470000,P014,Banking,803.36,2022-04-16,Online,Completed,False,sdv-id-hVsbaT
T00470001,P009,Insurance,74.18,2024-06-30,Mobile App,Completed,True,sdv-id-hVsbaT
T00470002,P006,Credit,0.01,2022-08-01,Online,Completed,True,sdv-id-hVsbaT
T00470003,P007,Credit,44397.86,2022-08-04,Mobile App,Pending,False,sdv-id-hVsbaT
T00480000,P003,Credit,46.61,2023-07-10,Online,Completed,False,sdv-id-imIXTS
T00480001,P007,Credit,0.01,2025-08-28,Branch,Cancelled,True,sdv-id-imIXTS
T00480002,P013,Banking,45.28,2022-12-12,Online,Completed,True,sdv-id-imIXTS
T00490000,P007,Credit,1526.57,2025-03-08,Mobile App,Completed,True,sdv-id-ezADuu
T00490001,P003,Credit,1811.76,2022-09-06,Online,Completed,False,sdv-id-ezADuu
T00490002,P007,Credit,0.01,2022-01-27,Branch,Completed,True,sdv-id-ezADuu
T00490003,P008,Insurance,755.15,2022-07-10,Branch,Completed,False,sdv-id-ezADuu
T00490004,P006,Credit,55.64,2023-03-15,Branch,Completed,True,sdv-id-ezADuu
T00500000,P001,Banking,321.82,2022-02-17,Mobile App,Completed,True,sdv-id-uPYWeG
T00500001,P002,Banking,344.37,2024-04-12,Online,Completed,True,sdv-id-uPYWeG
T00510000,P013,Banking,81.4,2024-06-15,Phone,Completed,True,sdv-id-DJpSsV
T00510001,P013,Banking,184.5,2022-08-01,Mobile App,Completed,True,sdv-id-DJpSsV
T00520000,P001,Banking,103.53,2025-01-17,Online,Completed,False,sdv-id-TCParK
T00520001,P012,Investment,135.34,2022-09-02,Branch,Completed,False,sdv-id-TCParK
T00520002,P001,Banking,667.88,2024-02-14,Mobile App,Completed,False,sdv-id-TCParK
T00530000,P001,Banking,2104.86,2024-02-07,Mobile App,Completed,True,sdv-id-WvkigN
T00530001,P013,Banking,262.18,2022-12-27,Mobile App,Completed,True,sdv-id-WvkigN
T00530002,P013,Banking,116.52,2025-05-20,Branch,Completed,True,sdv-id-WvkigN
T00530003,P001,Banking,0.01,2024-06-24,Online,Completed,True,sdv-id-WvkigN
T00530004,P009,Insurance,50.52,2022-05-24,Online,Pending,True,sdv-id-WvkigN
T00540000,P012,Investment,1194.27,2023-08-22,Mobile App,Completed,True,sdv-id-GLBiQd
T00540001,P003,Credit,11638.28,2024-08-28,Branch,Pending,False,sdv-id-GLBiQd
T00550000,P003,Credit,1021.04,2023-09-18,Online,Completed,False,sdv-id-ujmLTC
T00550001,P006,Credit,2.57,2022-12-09,Mobile App,Pending,False,sdv-id-ujmLTC
T00550002,P008,Insurance,6095.36,2024-08-26,Mobile App,Pending,True,sdv-id-ujmLTC
T00560000,P012,Investment,71.55,2024-10-21,Online,Completed,True,sdv-id-rfWeZd
T00560001,P012,Investment,0.01,2022-12-08,Online,Completed,False,sdv-id-rfWeZd
T00560002,P004,Credit,0.01,2024-04-24,Online,Completed,False,sdv-id-rfWeZd
T00570000,P001,Banking,126.65,2022-10-17,Mobile App,Pending,False,sdv-id-BUWTPn
T00570001,P002,Banking,0.01,2022-07-07,Online,Completed,False,sdv-id-BUWTPn
T00570002,P008,Insurance,216.74,2022-12-09,Mobile App,Completed,False,sdv-id-BUWTPn
T00570003,P013,Banking,2791.33,2025-09-03,Branch,Completed,False,sdv-id-BUWTPn
T00570004,P014,Banking,1696.3,2025-04-24,Online,Completed,False,sdv-id-BUWTPn
T00570005,P002,Banking,175.3,2024-10-05,Online,Completed,True,sdv-id-BUWTPn
T00580000,P015,Investment,298.46,2023-01-11,Mobile App,Completed,False,sdv-id-UlUuwk
T00580001,P014,Banking,0.01,2022-09-08,Online,Completed,False,sdv-id-UlUuwk
T00580002,P008,Insurance,915.95,2024-08-22,Online,Completed,True,sdv-id-UlUuwk
T00580003,P002,Banking,0.01,2022-02-08,Branch,Completed,False,sdv-id-UlUuwk
T00590000,P002,Banking,0.01,2022-10-30,Online,Completed,False,sdv-id-xRVnIm
T00600000,P007,Credit,0.01,2025-09-22,Online,Completed,False,sdv-id-HuZORX
T00600001,P007,Credit,20.97,2024-07-24,Mobile App,Completed,False,sdv-id-HuZORX
T00600002,P009,Insurance,10349.39,2022-06-11,Mobile App,Completed,True,sdv-id-HuZORX
T00610000,P002,Banking,889.79,2024-12-06,Online,Completed,True,sdv-id-OBLEPS
T00610001,P003,Credit,0.01,2025-01-16,Branch,Pending,False,sdv-id-OBLEPS
T00610002,P001,Banking,0.01,2022-10-28,Branch,Completed,False,sdv-id-OBLEPS
T00610003,P008,Insurance,9979.86,2025-06-06,Online,Completed,True,sdv-id-OBLEPS
T00610004,P002,Banking,156.82,2022-12-13,Branch,Completed,False,sdv-id-OBLEPS
T00620000,P001,Banking,95.62,2025-01-15,Phone,Completed,True,sdv-id-UcOoUC
T00630000,P012,Investment,5222.73,2023-10-31,Branch,Completed,True,sdv-id-mOoVGi
T00630001,P004,Credit,18.46,2025-07-21,Mobile App,Completed,True,sdv-id-mOoVGi
T00640000,P009,Insurance,1920.21,2022-08-13,Branch,Completed,True,sdv-id-QeMIAb
T00640001,P009,Insurance,0.01,2022-05-20,Mobile App,Completed,False,sdv-id-QeMIAb
T00650000,P013,Banking,76.72,2022-07-17,Mobile App,Completed,True,sdv-id-FFCxMP
T00660000,P009,Insurance,40.95,2024-11-28,Online,Completed,True,sdv-id-BLgeVa
T00660001,P006,Credit,536.12,2022-04-20,Phone,Completed,False,sdv-id-BLgeVa
T00660002,P009,Insurance,83.51,2022-08-29,Online,Cancelled,True,sdv-id-BLgeVa
T00660003,P015,Investment,23.38,2024-03-25,Online,Completed,True,sdv-id-BLgeVa
T00660004,P011,Investment,27.6,2022-05-24,Online,Completed,True,sdv-id-BLgeVa
T00660005,P010,Insurance,118.0,2022-08-13,Online,Completed,False,sdv-id-BLgeVa
T00670000,P007,Credit,121.1,2022-07-12,Online,Completed,True,sdv-id-VThUoY
T00670001,P009,Insurance,5088.07,2025-01-05,Phone,Pending,False,sdv-id-VThUoY
T00670002,P003,Credit,1270.99,2023-07-06,Online,Completed,True,sdv-id-VThUoY
T00670003,P014,Banking,1545.46,2024-07-28,Branch,Completed,False,sdv-id-VThUoY
T00670004,P013,Banking,138.85,2025-10-08,Online,Pending,False,sdv-id-VThUoY
T00670005,P002,Banking,1327.09,2025-12-03,Online,Completed,True,sdv-id-VThUoY
T00680000,P001,Banking,65.45,2023-01-16,Mobile App,Completed,False,sdv-id-HyzjjY
T00680001,P009,Insurance,136.78,2024-07-04,Mobile App,Completed,True,sdv-id-HyzjjY
T00680002,P012,Investment,60.36,2024-05-08,Online,Completed,True,sdv-id-HyzjjY
T00680003,P011,Investment,833.27,2023-05-20,Mobile App,Completed,False,sdv-id-HyzjjY
T00680004,P007,Credit,68.84,2025-12-31,Phone,Pending,False,sdv-id-HyzjjY
T00690000,P002,Banking,0.01,2022-05-27,Online,Completed,True,sdv-id-IuYsYA
T00690001,P007,Credit,135.18,2022-07-02,Online,Completed,True,sdv-id-IuYsYA
T00690002,P002,Banking,191.93,2024-08-29,Mobile App,Completed,False,sdv-id-IuYsYA
T00690003,P006,Credit,0.01,2022-07-18,Online,Completed,False,sdv-id-IuYsYA
T00690004,P011,Investment,1538.23,2022-04-17,Mobile App,Completed,False,sdv-id-IuYsYA
T00690005,P015,Investment,567.04,2022-10-15,Online,Pending,False,sdv-id-IuYsYA
T00690006,P003,Credit,4702.63,2023-02-02,Mobile App,Pending,False,sdv-id-IuYsYA
T00690007,P001,Banking,53.47,2023-12-02,Phone,Completed,True,sdv-id-IuYsYA
T00690008,P013,Banking,665.95,2025-01-21,Mobile App,Completed,True,sdv-id-IuYsYA
T00700000,P015,Investment,22.05,2022-03-01,Branch,Completed,True,sdv-id-QDhofU
T00710000,P012,Investment,94.79,2022-07-06,Branch,Completed,False,sdv-id-uXywtg
T00710001,P012,Investment,918.54,2022-09-29,Phone,Completed,False,sdv-id-uXywtg
T00710002,P013,Banking,642.26,2023-08-28,Branch,Pending,True,sdv-id-uXywtg
T00710003,P008,Insurance,2446.19,2023-05-08,Branch,Completed,False,sdv-id-uXywtg
T00710004,P009,Insurance,4804.21,2023-01-23,Online,Completed,True,sdv-id-uXywtg
T00720000,P008,Insurance,71.86,2022-04-05,Online,Completed,True,sdv-id-MBDlQW
T00720001,P005,Credit,1817.54,2022-01-01,Mobile App,Completed,False,sdv-id-MBDlQW
T00720002,P008,Insurance,0.01,2023-12-19,Online,Completed,True,sdv-id-MBDlQW
T00720003,P008,Insurance,233.83,2023-07-09,Online,Completed,False,sdv-id-MBDlQW
T00730000,P012,Investment,10.94,2022-01-04,Online,Completed,False,sdv-id-sQdHyP
T00730001,P001,Banking,76.21,2025-12-01,Online,Completed,False,sdv-id-sQdHyP
T00730002,P003,Credit,863.61,2025-07-25,Mobile App,Completed,False,sdv-id-sQdHyP
T00730003,P001,Banking,77.27,2023-03-10,Online,Completed,True,sdv-id-sQdHyP
T00740000,P005,Credit,2425.43,2024-12-13,Mobile App,Completed,True,sdv-id-hwVPLd
T00740001,P001,Banking,192.26,2023-12-17,Branch,Cancelled,False,sdv-id-hwVPLd
T00740002,P002,Banking,178.34,2025-01-12,Mobile App,Completed,False,sdv-id-hwVPLd
T00740003,P011,Investment,1504.31,2022-03-01,Mobile App,Completed,True,sdv-id-hwVPLd
T00740004,P007,Credit,126.48,2025-12-31,Branch,Completed,True,sdv-id-hwVPLd
T00750000,P002,Banking,0.01,2022-04-03,Mobile App,Completed,True,sdv-id-TFkoFv
T00760000,P012,Investment,353.83,2023-10-04,Mobile App,Completed,False,sdv-id-GhfdNt
T00760001,P002,Banking,75.57,2022-08-20,Branch,Completed,True,sdv-id-GhfdNt
T00760002,P002,Banking,137.36,2022-06-21,Mobile App,Completed,False,sdv-id-GhfdNt
T00770000,P014,Banking,275.61,2022-03-09,Branch,Completed,False,sdv-id-WoiStL
T00770001,P009,Insurance,54.48,2024-12-22,Branch,Completed,True,sdv-id-WoiStL
T00770002,P009,Insurance,139.55,2024-01-03,Mobile App,Completed,True,sdv-id-WoiStL
T00770003,P009,Insurance,0.01,2022-07-09,Mobile App,Completed,True,sdv-id-WoiStL
T00780000,P009,Insurance,1376.14,2022-09-24,Branch,Completed,False,sdv-id-YTlLzt
T00780001,P002,Banking,46.46,2024-08-14,Online,Completed,True,sdv-id-YTlLzt
T00780002,P008,Insurance,230.09,2023-03-19,Mobile App,Completed,False,sdv-id-YTlLzt
T00780003,P015,Investment,22.51,2022-03-22,Online,Completed,False,sdv-id-YTlLzt
T00780004,P001,Banking,3825.85,2022-11-25,Online,Completed,True,sdv-id-YTlLzt
T00780005,P013,Banking,277.8,2025-12-31,Mobile App,Completed,True,sdv-id-YTlLzt
T00790000,P010,Insurance,129.27,2022-07-26,Online,Completed,False,sdv-id-fdsodw
T00790001,P014,Banking,0.01,2025-05-23,Mobile App,Completed,True,sdv-id-fdsodw
T00790002,P011,Investment,0.01,2024-09-20,Phone,Completed,False,sdv-id-fdsodw
T00790003,P001,Banking,1325.85,2025-03-09,Online,Completed,False,sdv-id-fdsodw
